Attributes
atom_atomtype[X,Y,Y] :  5.50399e+00 ; iterations: [ 5.50399e+00 ]
atom_charge[X,Y,Y]   :  9.19267e-01 ; iterations: [ 9.19267e-01 ]
atom_name[X,Y,Y]     :  3.99137e-01 ; iterations: [ 3.99137e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.08344e-01 ; iterations: [ 3.08344e-01 ]
sbond_7_atomid[Y,Y,Y]:  2.97755e-01 ; iterations: [ 2.97755e-01 ]
sbond_1_atomid[X,Y,Y]:  2.67190e-01 ; iterations: [ 2.67190e-01 ]
atom_charge[Y,Y,Y]   :  2.18018e-01 ; iterations: [ 2.18018e-01 ]
sbond_1_atomid[Y,Y,Y]:  7.31678e-02 ; iterations: [ 7.31678e-02 ]
sbond_2_atomid[X,Y,Y]:  4.76321e-02 ; iterations: [ 4.76321e-02 ]
atom_atomtype[Y,Y,Y] :  4.76321e-02 ; iterations: [ 4.76321e-02 ]
atom_name[Y,Y,Y]     :  1.32430e-02 ; iterations: [ 1.32430e-02 ]

Attributes summed
atom_atomtype        :  5.55162e+00 ; iterations: [ 5.55162e+00 ]
atom_charge          :  1.13729e+00 ; iterations: [ 1.13729e+00 ]
atom_name            :  4.12380e-01 ; iterations: [ 4.12380e-01 ]
sbond_2_atomid       :  3.55976e-01 ; iterations: [ 3.55976e-01 ]
sbond_1_atomid       :  3.40357e-01 ; iterations: [ 3.40357e-01 ]
sbond_7_atomid       :  2.97755e-01 ; iterations: [ 2.97755e-01 ]

Aggregators
count                :  5.26788e+00 ; iterations: [ 5.26788e+00 ]
sum                  :  9.28959e-01 ; iterations: [ 9.28959e-01 ]
projection2_mode     :  7.07227e-01 ; iterations: [ 7.07227e-01 ]
projection0_mode     :  4.60507e-01 ; iterations: [ 4.60507e-01 ]
max                  :  3.39439e-01 ; iterations: [ 3.39439e-01 ]
mode                 :  2.78893e-01 ; iterations: [ 2.78893e-01 ]
min                  :  1.12470e-01 ; iterations: [ 1.12470e-01 ]

