Attributes
atom_atomtype[X,Y,Y] :  2.40367e+00 ; iterations: [ 2.40367e+00 ]
atom_charge[X,Y,Y]   :  1.40813e+00 ; iterations: [ 1.40813e+00 ]
sbond_1_atomid[Y,Y,Y]:  4.07103e-01 ; iterations: [ 4.07103e-01 ]
atom_name[X,Y,Y]     :  3.93829e-01 ; iterations: [ 3.93829e-01 ]
sbond_2_atomid[X,Y,Y]:  3.88959e-01 ; iterations: [ 3.88959e-01 ]
atom_atomtype[Y,Y,Y] :  2.46441e-01 ; iterations: [ 2.46441e-01 ]
sbond_1_atomid[X,Y,Y]:  1.61733e-01 ; iterations: [ 1.61733e-01 ]
atom_charge[Y,Y,Y]   :  1.33948e-01 ; iterations: [ 1.33948e-01 ]
atom_name[Y,Y,Y]     :  1.11075e-01 ; iterations: [ 1.11075e-01 ]
sbond_2_atomid[Y,Y,Y]:  7.10059e-02 ; iterations: [ 7.10059e-02 ]
sbond_7_atomid[X,Y,Y]:  6.53807e-02 ; iterations: [ 6.53807e-02 ]
sbond_7_atomid[Y,Y,Y]:  3.99306e-02 ; iterations: [ 3.99306e-02 ]

Attributes summed
atom_atomtype        :  2.65012e+00 ; iterations: [ 2.65012e+00 ]
atom_charge          :  1.54208e+00 ; iterations: [ 1.54208e+00 ]
sbond_1_atomid       :  5.68836e-01 ; iterations: [ 5.68836e-01 ]
atom_name            :  5.04904e-01 ; iterations: [ 5.04904e-01 ]
sbond_2_atomid       :  4.59965e-01 ; iterations: [ 4.59965e-01 ]
sbond_7_atomid       :  1.05311e-01 ; iterations: [ 1.05311e-01 ]

Aggregators
count                :  2.81698e+00 ; iterations: [ 2.81698e+00 ]
sum                  :  8.54445e-01 ; iterations: [ 8.54445e-01 ]
max                  :  5.98235e-01 ; iterations: [ 5.98235e-01 ]
mode                 :  4.91465e-01 ; iterations: [ 4.91465e-01 ]
projection2_mode     :  4.91465e-01 ; iterations: [ 4.91465e-01 ]
min                  :  4.56968e-01 ; iterations: [ 4.56968e-01 ]
projection0_mode     :  1.21656e-01 ; iterations: [ 1.21656e-01 ]

