Attributes
bonds_bond_type[X,Y,Y,Y]:  6.91487e-01 ; iterations: [ 6.91487e-01 ]
atoms_charge[Y,X,Y]     :  4.67985e-01 ; iterations: [ 4.67985e-01 ]
atoms_atom_type[Y,X,Y]  :  4.04850e-01 ; iterations: [ 4.04850e-01 ]
atoms_element[Y,X,Y]    :  1.85305e-01 ; iterations: [ 1.85305e-01 ]
atoms_atom_type[Y,Y,Y]  :  1.53814e-01 ; iterations: [ 1.53814e-01 ]
ring_strucs_name[Y,X,Y] :  9.73183e-02 ; iterations: [ 9.73183e-02 ]
atoms_charge[Y,Y,Y]     :  8.18409e-02 ; iterations: [ 8.18409e-02 ]
atoms_element[Y,Y,Y]    :  3.81047e-02 ; iterations: [ 3.81047e-02 ]

Attributes summed
bonds_bond_type         :  6.91487e-01 ; iterations: [ 6.91487e-01 ]
atoms_atom_type         :  5.58664e-01 ; iterations: [ 5.58664e-01 ]
atoms_charge            :  5.49826e-01 ; iterations: [ 5.49826e-01 ]
atoms_element           :  2.23409e-01 ; iterations: [ 2.23409e-01 ]
ring_strucs_name        :  9.73183e-02 ; iterations: [ 9.73183e-02 ]

Aggregators
max                     :  5.99045e-01 ; iterations: [ 5.99045e-01 ]
sum                     :  5.67871e-01 ; iterations: [ 5.67871e-01 ]
min                     :  2.66829e-01 ; iterations: [ 2.66829e-01 ]
count                   :  2.25653e-01 ; iterations: [ 2.25653e-01 ]
projection1_mode        :  1.76994e-01 ; iterations: [ 1.76994e-01 ]
projection2_min         :  1.74380e-01 ; iterations: [ 1.74380e-01 ]
mode                    :  4.86592e-02 ; iterations: [ 4.86592e-02 ]
projection2_max         :  4.43483e-02 ; iterations: [ 4.43483e-02 ]
projection2_sum         :  1.69271e-02 ; iterations: [ 1.69271e-02 ]

