Attributes
atom_atomtype[X,Y,Y] :  3.95034e+00 ; iterations: [ 3.95034e+00 ]
atom_charge[X,Y,Y]   :  8.77065e-01 ; iterations: [ 8.77065e-01 ]
sbond_1_atomid[Y,Y,Y]:  6.72488e-01 ; iterations: [ 6.72488e-01 ]
sbond_1_atomid[X,Y,Y]:  4.63862e-01 ; iterations: [ 4.63862e-01 ]
atom_name[X,Y,Y]     :  4.44980e-01 ; iterations: [ 4.44980e-01 ]
sbond_2_atomid[X,Y,Y]:  2.49246e-01 ; iterations: [ 2.49246e-01 ]
atom_atomtype[Y,Y,Y] :  1.80382e-01 ; iterations: [ 1.80382e-01 ]
atom_charge[Y,Y,Y]   :  1.30100e-01 ; iterations: [ 1.30100e-01 ]
sbond_3_atomid[Y,Y,Y]:  9.00000e-02 ; iterations: [ 9.00000e-02 ]
atom_name[Y,Y,Y]     :  6.00000e-02 ; iterations: [ 6.00000e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.32414e-02 ; iterations: [ 2.32414e-02 ]
sbond_2_atomid[Y,Y,Y]:  1.45455e-02 ; iterations: [ 1.45455e-02 ]

Attributes summed
atom_atomtype        :  4.13072e+00 ; iterations: [ 4.13072e+00 ]
sbond_1_atomid       :  1.13635e+00 ; iterations: [ 1.13635e+00 ]
atom_charge          :  1.00716e+00 ; iterations: [ 1.00716e+00 ]
atom_name            :  5.04980e-01 ; iterations: [ 5.04980e-01 ]
sbond_2_atomid       :  2.63791e-01 ; iterations: [ 2.63791e-01 ]
sbond_3_atomid       :  9.00000e-02 ; iterations: [ 9.00000e-02 ]
sbond_7_atomid       :  2.32414e-02 ; iterations: [ 2.32414e-02 ]

Aggregators
count                :  3.73781e+00 ; iterations: [ 3.73781e+00 ]
sum                  :  1.11870e+00 ; iterations: [ 1.11870e+00 ]
projection2_mode     :  9.81593e-01 ; iterations: [ 9.81593e-01 ]
mode                 :  5.05784e-01 ; iterations: [ 5.05784e-01 ]
projection0_mode     :  4.44627e-01 ; iterations: [ 4.44627e-01 ]
max                  :  3.46925e-01 ; iterations: [ 3.46925e-01 ]
min                  :  2.08142e-02 ; iterations: [ 2.08142e-02 ]

