Attributes
atom_atomtype[X,Y,Y] :  3.73021e+00 ; iterations: [ 3.73021e+00 ]
sbond_1_atomid[X,Y,Y]:  4.78072e-01 ; iterations: [ 4.78072e-01 ]
atom_charge[X,Y,Y]   :  4.72629e-01 ; iterations: [ 4.72629e-01 ]
atom_name[X,Y,Y]     :  4.36626e-01 ; iterations: [ 4.36626e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.43337e-01 ; iterations: [ 3.43337e-01 ]
atom_charge[Y,Y,Y]   :  2.47014e-01 ; iterations: [ 2.47014e-01 ]
atom_name[Y,Y,Y]     :  9.87654e-02 ; iterations: [ 9.87654e-02 ]
sbond_2_atomid[Y,Y,Y]:  8.89846e-02 ; iterations: [ 8.89846e-02 ]
sbond_2_atomid[X,Y,Y]:  1.17825e-02 ; iterations: [ 1.17825e-02 ]
atom_atomtype[Y,Y,Y] :  1.17825e-02 ; iterations: [ 1.17825e-02 ]

Attributes summed
atom_atomtype        :  3.74199e+00 ; iterations: [ 3.74199e+00 ]
sbond_1_atomid       :  8.21408e-01 ; iterations: [ 8.21408e-01 ]
atom_charge          :  7.19643e-01 ; iterations: [ 7.19643e-01 ]
atom_name            :  5.35392e-01 ; iterations: [ 5.35392e-01 ]
sbond_2_atomid       :  1.00767e-01 ; iterations: [ 1.00767e-01 ]

Aggregators
count                :  3.46257e+00 ; iterations: [ 3.46257e+00 ]
projection2_mode     :  7.90363e-01 ; iterations: [ 7.90363e-01 ]
sum                  :  5.91694e-01 ; iterations: [ 5.91694e-01 ]
max                  :  4.34000e-01 ; iterations: [ 4.34000e-01 ]
mode                 :  3.57562e-01 ; iterations: [ 3.57562e-01 ]
min                  :  1.57885e-01 ; iterations: [ 1.57885e-01 ]
projection0_mode     :  1.25122e-01 ; iterations: [ 1.25122e-01 ]

