Attributes
atom_atomtype[X,Y,Y] :  6.28032e+00 ; iterations: [ 6.28032e+00 ]
atom_charge[X,Y,Y]   :  6.34012e-01 ; iterations: [ 6.34012e-01 ]
sbond_1_atomid[X,Y,Y]:  5.01348e-01 ; iterations: [ 5.01348e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.13820e-01 ; iterations: [ 4.13820e-01 ]
sbond_2_atomid[X,Y,Y]:  1.87158e-01 ; iterations: [ 1.87158e-01 ]
atom_atomtype[Y,Y,Y] :  1.68061e-01 ; iterations: [ 1.68061e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.18152e-01 ; iterations: [ 1.18152e-01 ]
atom_charge[Y,Y,Y]   :  8.44444e-02 ; iterations: [ 8.44444e-02 ]
sbond_2_atomid[Y,Y,Y]:  5.36300e-02 ; iterations: [ 5.36300e-02 ]
atom_name[X,Y,Y]     :  4.85445e-02 ; iterations: [ 4.85445e-02 ]
sbond_3_atomid[Y,Y,Y]:  2.36859e-02 ; iterations: [ 2.36859e-02 ]
atom_name[Y,Y,Y]     :  2.31410e-02 ; iterations: [ 2.31410e-02 ]

Attributes summed
atom_atomtype        :  6.44838e+00 ; iterations: [ 6.44838e+00 ]
sbond_1_atomid       :  9.15168e-01 ; iterations: [ 9.15168e-01 ]
atom_charge          :  7.18456e-01 ; iterations: [ 7.18456e-01 ]
sbond_2_atomid       :  2.40788e-01 ; iterations: [ 2.40788e-01 ]
sbond_7_atomid       :  1.18152e-01 ; iterations: [ 1.18152e-01 ]
atom_name            :  7.16855e-02 ; iterations: [ 7.16855e-02 ]
sbond_3_atomid       :  2.36859e-02 ; iterations: [ 2.36859e-02 ]

Aggregators
count                :  5.70563e+00 ; iterations: [ 5.70563e+00 ]
sum                  :  1.18730e+00 ; iterations: [ 1.18730e+00 ]
projection2_mode     :  6.50646e-01 ; iterations: [ 6.50646e-01 ]
min                  :  3.87836e-01 ; iterations: [ 3.87836e-01 ]
mode                 :  3.13841e-01 ; iterations: [ 3.13841e-01 ]
projection0_mode     :  1.95467e-01 ; iterations: [ 1.95467e-01 ]
max                  :  9.55887e-02 ; iterations: [ 9.55887e-02 ]

