Attributes
atom_atomtype[X,Y,Y] :  5.41760e+00 ; iterations: [ 5.41760e+00 ]
atom_charge[X,Y,Y]   :  1.53719e+00 ; iterations: [ 1.53719e+00 ]
atom_charge[Y,Y,Y]   :  3.13757e-01 ; iterations: [ 3.13757e-01 ]
atom_name[X,Y,Y]     :  2.67722e-01 ; iterations: [ 2.67722e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.25602e-01 ; iterations: [ 2.25602e-01 ]
sbond_1_atomid[X,Y,Y]:  2.04072e-01 ; iterations: [ 2.04072e-01 ]
atom_atomtype[Y,Y,Y] :  9.16769e-02 ; iterations: [ 9.16769e-02 ]
sbond_2_atomid[X,Y,Y]:  6.05373e-02 ; iterations: [ 6.05373e-02 ]
sbond_7_atomid[X,Y,Y]:  5.10204e-02 ; iterations: [ 5.10204e-02 ]
sbond_2_atomid[Y,Y,Y]:  4.64779e-02 ; iterations: [ 4.64779e-02 ]
sbond_7_atomid[Y,Y,Y]:  1.57782e-02 ; iterations: [ 1.57782e-02 ]

Attributes summed
atom_atomtype        :  5.50928e+00 ; iterations: [ 5.50928e+00 ]
atom_charge          :  1.85094e+00 ; iterations: [ 1.85094e+00 ]
sbond_1_atomid       :  4.29674e-01 ; iterations: [ 4.29674e-01 ]
atom_name            :  2.67722e-01 ; iterations: [ 2.67722e-01 ]
sbond_2_atomid       :  1.07015e-01 ; iterations: [ 1.07015e-01 ]
sbond_7_atomid       :  6.67986e-02 ; iterations: [ 6.67986e-02 ]

Aggregators
count                :  5.74999e+00 ; iterations: [ 5.74999e+00 ]
min                  :  1.13078e+00 ; iterations: [ 1.13078e+00 ]
sum                  :  4.92159e-01 ; iterations: [ 4.92159e-01 ]
mode                 :  3.34323e-01 ; iterations: [ 3.34323e-01 ]
projection2_mode     :  3.34323e-01 ; iterations: [ 3.34323e-01 ]
projection0_mode     :  1.89859e-01 ; iterations: [ 1.89859e-01 ]

