Attributes
atom_atomtype[X,Y,Y] :  6.31911e+00 ; iterations: [ 6.31911e+00 ]
atom_name[X,Y,Y]     :  8.24019e-01 ; iterations: [ 8.24019e-01 ]
atom_charge[X,Y,Y]   :  7.39537e-01 ; iterations: [ 7.39537e-01 ]
atom_charge[Y,Y,Y]   :  4.49255e-01 ; iterations: [ 4.49255e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.91542e-01 ; iterations: [ 2.91542e-01 ]
sbond_1_atomid[X,Y,Y]:  1.95433e-01 ; iterations: [ 1.95433e-01 ]
sbond_2_atomid[X,Y,Y]:  1.94711e-01 ; iterations: [ 1.94711e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.85652e-01 ; iterations: [ 1.85652e-01 ]
sbond_2_atomid[Y,Y,Y]:  8.29320e-02 ; iterations: [ 8.29320e-02 ]
atom_atomtype[Y,Y,Y] :  5.31977e-02 ; iterations: [ 5.31977e-02 ]
atom_name[Y,Y,Y]     :  4.99157e-02 ; iterations: [ 4.99157e-02 ]

Attributes summed
atom_atomtype        :  6.37231e+00 ; iterations: [ 6.37231e+00 ]
atom_charge          :  1.18879e+00 ; iterations: [ 1.18879e+00 ]
atom_name            :  8.73935e-01 ; iterations: [ 8.73935e-01 ]
sbond_1_atomid       :  4.86975e-01 ; iterations: [ 4.86975e-01 ]
sbond_2_atomid       :  2.77643e-01 ; iterations: [ 2.77643e-01 ]
sbond_7_atomid       :  1.85652e-01 ; iterations: [ 1.85652e-01 ]

Aggregators
count                :  5.78479e+00 ; iterations: [ 5.78479e+00 ]
sum                  :  2.11877e+00 ; iterations: [ 2.11877e+00 ]
mode                 :  5.16949e-01 ; iterations: [ 5.16949e-01 ]
projection2_mode     :  5.16949e-01 ; iterations: [ 5.16949e-01 ]
projection0_mode     :  2.49272e-01 ; iterations: [ 2.49272e-01 ]
min                  :  1.45583e-01 ; iterations: [ 1.45583e-01 ]
max                  :  5.29827e-02 ; iterations: [ 5.29827e-02 ]

