Attributes
bonds_bond_type[X,Y,Y,Y]:  1.01539e+00 ; iterations: [ 1.01539e+00 ]
atoms_charge[Y,X,Y]     :  7.26236e-01 ; iterations: [ 7.26236e-01 ]
atoms_charge[Y,Y,Y]     :  5.62930e-01 ; iterations: [ 5.62930e-01 ]
bonds_bond_type[Y,Y,Y,Y]:  1.72496e-01 ; iterations: [ 1.72496e-01 ]
atoms_atom_type[Y,X,Y]  :  1.60342e-01 ; iterations: [ 1.60342e-01 ]
drugs_lumo[X,Y]         :  1.11183e-01 ; iterations: [ 1.11183e-01 ]
atoms_atom_type[Y,Y,Y]  :  8.90538e-02 ; iterations: [ 8.90538e-02 ]

Attributes summed
atoms_charge            :  1.28917e+00 ; iterations: [ 1.28917e+00 ]
bonds_bond_type         :  1.18788e+00 ; iterations: [ 1.18788e+00 ]
atoms_atom_type         :  2.49396e-01 ; iterations: [ 2.49396e-01 ]
drugs_lumo              :  1.11183e-01 ; iterations: [ 1.11183e-01 ]

Aggregators
sum                     :  1.03310e+00 ; iterations: [ 1.03310e+00 ]
max                     :  6.85224e-01 ; iterations: [ 6.85224e-01 ]
projection2_min         :  4.10178e-01 ; iterations: [ 4.10178e-01 ]
min                     :  2.89309e-01 ; iterations: [ 2.89309e-01 ]
count                   :  1.72496e-01 ; iterations: [ 1.72496e-01 ]
projection2_max         :  1.52752e-01 ; iterations: [ 1.52752e-01 ]
projection2_sum         :  8.90538e-02 ; iterations: [ 8.90538e-02 ]
projection0_mode        :  5.50964e-03 ; iterations: [ 5.50964e-03 ]

