Attributes
bonds_bond_type[X,Y,Y,Y]:  1.17546e+00 ; iterations: [ 1.17546e+00 ]
atoms_charge[Y,X,Y]     :  8.90876e-01 ; iterations: [ 8.90876e-01 ]
atoms_atom_type[Y,X,Y]  :  5.14385e-01 ; iterations: [ 5.14385e-01 ]
bonds_bond_type[Y,Y,Y,Y]:  4.72222e-01 ; iterations: [ 4.72222e-01 ]
atoms_charge[Y,Y,Y]     :  3.33333e-01 ; iterations: [ 3.33333e-01 ]
atoms_atom_type[Y,Y,Y]  :  8.53645e-02 ; iterations: [ 8.53645e-02 ]

Attributes summed
bonds_bond_type         :  1.64768e+00 ; iterations: [ 1.64768e+00 ]
atoms_charge            :  1.22421e+00 ; iterations: [ 1.22421e+00 ]
atoms_atom_type         :  5.99749e-01 ; iterations: [ 5.99749e-01 ]

Aggregators
sum                     :  1.22994e+00 ; iterations: [ 1.22994e+00 ]
count                   :  7.96541e-01 ; iterations: [ 7.96541e-01 ]
min                     :  4.09818e-01 ; iterations: [ 4.09818e-01 ]
max                     :  3.42569e-01 ; iterations: [ 3.42569e-01 ]
projection0_mode        :  2.50000e-01 ; iterations: [ 2.50000e-01 ]
projection2_sum         :  2.22222e-01 ; iterations: [ 2.22222e-01 ]
projection2_max         :  1.96476e-01 ; iterations: [ 1.96476e-01 ]
projection2_min         :  1.83673e-02 ; iterations: [ 1.83673e-02 ]
projection3_mode        :  5.70749e-03 ; iterations: [ 5.70749e-03 ]

