Attributes
bonds_bond_type[X,Y,Y,Y]:  1.13350e+00 ; iterations: [ 1.13350e+00 ]
atoms_atom_type[Y,X,Y]  :  9.26389e-01 ; iterations: [ 9.26389e-01 ]
atoms_charge[Y,X,Y]     :  7.62413e-01 ; iterations: [ 7.62413e-01 ]
atoms_charge[Y,Y,Y]     :  5.04055e-01 ; iterations: [ 5.04055e-01 ]
atoms_element[Y,X,Y]    :  8.97916e-02 ; iterations: [ 8.97916e-02 ]
drugs_ind1[X,Y]         :  1.44222e-02 ; iterations: [ 1.44222e-02 ]

Attributes summed
atoms_charge            :  1.26647e+00 ; iterations: [ 1.26647e+00 ]
bonds_bond_type         :  1.13350e+00 ; iterations: [ 1.13350e+00 ]
atoms_atom_type         :  9.26389e-01 ; iterations: [ 9.26389e-01 ]
atoms_element           :  8.97916e-02 ; iterations: [ 8.97916e-02 ]
drugs_ind1              :  1.44222e-02 ; iterations: [ 1.44222e-02 ]

Aggregators
sum                     :  1.01656e+00 ; iterations: [ 1.01656e+00 ]
max                     :  9.16948e-01 ; iterations: [ 9.16948e-01 ]
min                     :  4.57700e-01 ; iterations: [ 4.57700e-01 ]
count                   :  3.69100e-01 ; iterations: [ 3.69100e-01 ]
projection2_min         :  2.46914e-01 ; iterations: [ 2.46914e-01 ]
projection2_sum         :  2.22222e-01 ; iterations: [ 2.22222e-01 ]
projection3_mode        :  1.66205e-01 ; iterations: [ 1.66205e-01 ]
projection2_max         :  3.49192e-02 ; iterations: [ 3.49192e-02 ]

