Attributes
atom_atomtype[X,Y,Y] :  5.18052e+00 ; iterations: [ 5.18052e+00 ]
atom_charge[X,Y,Y]   :  1.14253e+00 ; iterations: [ 1.14253e+00 ]
atom_charge[Y,Y,Y]   :  7.32948e-01 ; iterations: [ 7.32948e-01 ]
sbond_1_atomid[X,Y,Y]:  2.58036e-01 ; iterations: [ 2.58036e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.35059e-01 ; iterations: [ 2.35059e-01 ]
atom_atomtype[Y,Y,Y] :  1.78942e-01 ; iterations: [ 1.78942e-01 ]
sbond_2_atomid[X,Y,Y]:  1.64432e-01 ; iterations: [ 1.64432e-01 ]
atom_name[X,Y,Y]     :  1.23457e-01 ; iterations: [ 1.23457e-01 ]
sbond_7_atomid[X,Y,Y]:  8.72757e-02 ; iterations: [ 8.72757e-02 ]
atom_name[Y,Y,Y]     :  2.17014e-02 ; iterations: [ 2.17014e-02 ]

Attributes summed
atom_atomtype        :  5.35946e+00 ; iterations: [ 5.35946e+00 ]
atom_charge          :  1.87548e+00 ; iterations: [ 1.87548e+00 ]
sbond_1_atomid       :  4.93095e-01 ; iterations: [ 4.93095e-01 ]
sbond_2_atomid       :  1.64432e-01 ; iterations: [ 1.64432e-01 ]
atom_name            :  1.45158e-01 ; iterations: [ 1.45158e-01 ]
sbond_7_atomid       :  8.72757e-02 ; iterations: [ 8.72757e-02 ]

Aggregators
count                :  3.40508e+00 ; iterations: [ 3.40508e+00 ]
projection2_mode     :  2.13482e+00 ; iterations: [ 2.13482e+00 ]
mode                 :  1.00192e+00 ; iterations: [ 1.00192e+00 ]
sum                  :  8.97819e-01 ; iterations: [ 8.97819e-01 ]
max                  :  3.06396e-01 ; iterations: [ 3.06396e-01 ]
min                  :  2.07704e-01 ; iterations: [ 2.07704e-01 ]
projection0_mode     :  1.71162e-01 ; iterations: [ 1.71162e-01 ]

