Attributes
atom_atomtype[X,Y,Y] :  2.78454e+00 ; iterations: [ 2.78454e+00 ]
atom_charge[X,Y,Y]   :  1.08782e+00 ; iterations: [ 1.08782e+00 ]
sbond_1_atomid[X,Y,Y]:  3.88473e-01 ; iterations: [ 3.88473e-01 ]
atom_name[X,Y,Y]     :  3.44258e-01 ; iterations: [ 3.44258e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.07905e-01 ; iterations: [ 3.07905e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.64716e-01 ; iterations: [ 2.64716e-01 ]
atom_charge[Y,Y,Y]   :  1.81998e-01 ; iterations: [ 1.81998e-01 ]
atom_atomtype[Y,Y,Y] :  1.26331e-01 ; iterations: [ 1.26331e-01 ]
sbond_2_atomid[X,Y,Y]:  7.91367e-02 ; iterations: [ 7.91367e-02 ]
atom_name[Y,Y,Y]     :  1.36054e-02 ; iterations: [ 1.36054e-02 ]

Attributes summed
atom_atomtype        :  2.91087e+00 ; iterations: [ 2.91087e+00 ]
atom_charge          :  1.26982e+00 ; iterations: [ 1.26982e+00 ]
sbond_1_atomid       :  6.96377e-01 ; iterations: [ 6.96377e-01 ]
atom_name            :  3.57863e-01 ; iterations: [ 3.57863e-01 ]
sbond_2_atomid       :  3.43852e-01 ; iterations: [ 3.43852e-01 ]

Aggregators
count                :  3.13085e+00 ; iterations: [ 3.13085e+00 ]
sum                  :  9.71651e-01 ; iterations: [ 9.71651e-01 ]
max                  :  4.59672e-01 ; iterations: [ 4.59672e-01 ]
mode                 :  3.43874e-01 ; iterations: [ 3.43874e-01 ]
projection2_mode     :  3.21934e-01 ; iterations: [ 3.21934e-01 ]
min                  :  1.95512e-01 ; iterations: [ 1.95512e-01 ]
projection0_mode     :  1.55288e-01 ; iterations: [ 1.55288e-01 ]

