Attributes
atom_atomtype[X,Y,Y] :  3.43431e+00 ; iterations: [ 3.43431e+00 ]
atom_charge[X,Y,Y]   :  1.61742e+00 ; iterations: [ 1.61742e+00 ]
atom_name[X,Y,Y]     :  4.32351e-01 ; iterations: [ 4.32351e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.37692e-01 ; iterations: [ 3.37692e-01 ]
atom_charge[Y,Y,Y]   :  2.70227e-01 ; iterations: [ 2.70227e-01 ]
sbond_2_atomid[X,Y,Y]:  2.05456e-01 ; iterations: [ 2.05456e-01 ]
atom_atomtype[Y,Y,Y] :  2.03448e-01 ; iterations: [ 2.03448e-01 ]
sbond_1_atomid[X,Y,Y]:  1.38811e-01 ; iterations: [ 1.38811e-01 ]
sbond_1_atomid[Y,Y,Y]:  9.59200e-02 ; iterations: [ 9.59200e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.98858e-02 ; iterations: [ 2.98858e-02 ]
sbond_7_atomid[X,Y,Y]:  2.12921e-02 ; iterations: [ 2.12921e-02 ]
atom_name[Y,Y,Y]     :  2.04424e-02 ; iterations: [ 2.04424e-02 ]

Attributes summed
atom_atomtype        :  3.63776e+00 ; iterations: [ 3.63776e+00 ]
atom_charge          :  1.88765e+00 ; iterations: [ 1.88765e+00 ]
sbond_2_atomid       :  5.43148e-01 ; iterations: [ 5.43148e-01 ]
atom_name            :  4.52794e-01 ; iterations: [ 4.52794e-01 ]
sbond_1_atomid       :  2.34732e-01 ; iterations: [ 2.34732e-01 ]
sbond_7_atomid       :  5.11779e-02 ; iterations: [ 5.11779e-02 ]

Aggregators
count                :  3.39029e+00 ; iterations: [ 3.39029e+00 ]
sum                  :  9.14903e-01 ; iterations: [ 9.14903e-01 ]
projection2_mode     :  8.69117e-01 ; iterations: [ 8.69117e-01 ]
mode                 :  5.04844e-01 ; iterations: [ 5.04844e-01 ]
max                  :  4.15781e-01 ; iterations: [ 4.15781e-01 ]
projection0_mode     :  3.64354e-01 ; iterations: [ 3.64354e-01 ]
min                  :  3.47966e-01 ; iterations: [ 3.47966e-01 ]

