Attributes
atom_atomtype[X,Y,Y] :  2.85129e+00 ; iterations: [ 2.85129e+00 ]
atom_charge[X,Y,Y]   :  1.09891e+00 ; iterations: [ 1.09891e+00 ]
atom_charge[Y,Y,Y]   :  4.62164e-01 ; iterations: [ 4.62164e-01 ]
sbond_2_atomid[X,Y,Y]:  2.76454e-01 ; iterations: [ 2.76454e-01 ]
sbond_1_atomid[X,Y,Y]:  2.10938e-01 ; iterations: [ 2.10938e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.58027e-01 ; iterations: [ 1.58027e-01 ]
atom_atomtype[Y,Y,Y] :  1.28348e-01 ; iterations: [ 1.28348e-01 ]
atom_name[X,Y,Y]     :  1.16105e-01 ; iterations: [ 1.16105e-01 ]
sbond_7_atomid[Y,Y,Y]:  9.17806e-02 ; iterations: [ 9.17806e-02 ]
sbond_1_atomid[Y,Y,Y]:  6.12330e-02 ; iterations: [ 6.12330e-02 ]
atom_name[Y,Y,Y]     :  1.15592e-02 ; iterations: [ 1.15592e-02 ]

Attributes summed
atom_atomtype        :  2.97964e+00 ; iterations: [ 2.97964e+00 ]
atom_charge          :  1.56107e+00 ; iterations: [ 1.56107e+00 ]
sbond_2_atomid       :  4.34481e-01 ; iterations: [ 4.34481e-01 ]
sbond_1_atomid       :  2.72171e-01 ; iterations: [ 2.72171e-01 ]
atom_name            :  1.27664e-01 ; iterations: [ 1.27664e-01 ]
sbond_7_atomid       :  9.17806e-02 ; iterations: [ 9.17806e-02 ]

Aggregators
count                :  2.77895e+00 ; iterations: [ 2.77895e+00 ]
mode                 :  7.72174e-01 ; iterations: [ 7.72174e-01 ]
projection2_mode     :  6.15404e-01 ; iterations: [ 6.15404e-01 ]
max                  :  4.08363e-01 ; iterations: [ 4.08363e-01 ]
min                  :  3.88533e-01 ; iterations: [ 3.88533e-01 ]
sum                  :  2.53575e-01 ; iterations: [ 2.53575e-01 ]
projection0_mode     :  2.49807e-01 ; iterations: [ 2.49807e-01 ]

