Attributes
atom_atomtype[X,Y,Y] :  5.41055e+00 ; iterations: [ 5.41055e+00 ]
atom_name[X,Y,Y]     :  5.71527e-01 ; iterations: [ 5.71527e-01 ]
atom_charge[Y,Y,Y]   :  5.08293e-01 ; iterations: [ 5.08293e-01 ]
sbond_1_atomid[X,Y,Y]:  4.56375e-01 ; iterations: [ 4.56375e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.30221e-01 ; iterations: [ 4.30221e-01 ]
atom_charge[X,Y,Y]   :  4.09381e-01 ; iterations: [ 4.09381e-01 ]
sbond_2_atomid[X,Y,Y]:  8.28204e-02 ; iterations: [ 8.28204e-02 ]
atom_name[Y,Y,Y]     :  7.42974e-02 ; iterations: [ 7.42974e-02 ]
atom_atomtype[Y,Y,Y] :  5.46406e-02 ; iterations: [ 5.46406e-02 ]
sbond_7_atomid[X,Y,Y]:  4.15879e-02 ; iterations: [ 4.15879e-02 ]
sbond_2_atomid[Y,Y,Y]:  1.25712e-02 ; iterations: [ 1.25712e-02 ]

Attributes summed
atom_atomtype        :  5.46519e+00 ; iterations: [ 5.46519e+00 ]
atom_charge          :  9.17674e-01 ; iterations: [ 9.17674e-01 ]
sbond_1_atomid       :  8.86596e-01 ; iterations: [ 8.86596e-01 ]
atom_name            :  6.45824e-01 ; iterations: [ 6.45824e-01 ]
sbond_2_atomid       :  9.53916e-02 ; iterations: [ 9.53916e-02 ]
sbond_7_atomid       :  4.15879e-02 ; iterations: [ 4.15879e-02 ]

Aggregators
count                :  4.56158e+00 ; iterations: [ 4.56158e+00 ]
sum                  :  1.25713e+00 ; iterations: [ 1.25713e+00 ]
projection2_mode     :  1.24671e+00 ; iterations: [ 1.24671e+00 ]
mode                 :  6.11945e-01 ; iterations: [ 6.11945e-01 ]
min                  :  1.97056e-01 ; iterations: [ 1.97056e-01 ]
max                  :  1.65720e-01 ; iterations: [ 1.65720e-01 ]
projection0_mode     :  1.21250e-02 ; iterations: [ 1.21250e-02 ]

