Attributes
atom_atomtype[X,Y,Y] :  5.61650e+00 ; iterations: [ 5.61650e+00 ]
atom_charge[X,Y,Y]   :  8.27312e-01 ; iterations: [ 8.27312e-01 ]
atom_charge[Y,Y,Y]   :  8.08728e-01 ; iterations: [ 8.08728e-01 ]
atom_name[X,Y,Y]     :  2.37313e-01 ; iterations: [ 2.37313e-01 ]
sbond_1_atomid[X,Y,Y]:  1.96940e-01 ; iterations: [ 1.96940e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.13147e-01 ; iterations: [ 1.13147e-01 ]
sbond_2_atomid[Y,Y,Y]:  9.10231e-02 ; iterations: [ 9.10231e-02 ]
atom_atomtype[Y,Y,Y] :  7.76107e-02 ; iterations: [ 7.76107e-02 ]
sbond_2_atomid[X,Y,Y]:  6.67951e-02 ; iterations: [ 6.67951e-02 ]
sbond_7_atomid[Y,Y,Y]:  5.04613e-02 ; iterations: [ 5.04613e-02 ]
sbond_7_atomid[X,Y,Y]:  3.93180e-02 ; iterations: [ 3.93180e-02 ]
atom_name[Y,Y,Y]     :  3.75680e-02 ; iterations: [ 3.75680e-02 ]

Attributes summed
atom_atomtype        :  5.69411e+00 ; iterations: [ 5.69411e+00 ]
atom_charge          :  1.63604e+00 ; iterations: [ 1.63604e+00 ]
sbond_1_atomid       :  3.10087e-01 ; iterations: [ 3.10087e-01 ]
atom_name            :  2.74881e-01 ; iterations: [ 2.74881e-01 ]
sbond_2_atomid       :  1.57818e-01 ; iterations: [ 1.57818e-01 ]
sbond_7_atomid       :  8.97793e-02 ; iterations: [ 8.97793e-02 ]

Aggregators
count                :  4.37005e+00 ; iterations: [ 4.37005e+00 ]
projection2_mode     :  1.72212e+00 ; iterations: [ 1.72212e+00 ]
mode                 :  9.06152e-01 ; iterations: [ 9.06152e-01 ]
max                  :  4.61878e-01 ; iterations: [ 4.61878e-01 ]
min                  :  3.34123e-01 ; iterations: [ 3.34123e-01 ]
sum                  :  2.82624e-01 ; iterations: [ 2.82624e-01 ]
projection0_mode     :  8.57699e-02 ; iterations: [ 8.57699e-02 ]

