Attributes
atom_atomtype[X,Y,Y] :  4.02850e+00 ; iterations: [ 4.02850e+00 ]
atom_charge[X,Y,Y]   :  1.17614e+00 ; iterations: [ 1.17614e+00 ]
atom_charge[Y,Y,Y]   :  7.19079e-01 ; iterations: [ 7.19079e-01 ]
sbond_1_atomid[X,Y,Y]:  5.48870e-01 ; iterations: [ 5.48870e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.75283e-01 ; iterations: [ 3.75283e-01 ]
atom_name[Y,Y,Y]     :  3.09949e-01 ; iterations: [ 3.09949e-01 ]
sbond_2_atomid[X,Y,Y]:  2.70534e-01 ; iterations: [ 2.70534e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.19006e-01 ; iterations: [ 2.19006e-01 ]
atom_atomtype[Y,Y,Y] :  9.62519e-02 ; iterations: [ 9.62519e-02 ]
sbond_7_atomid[Y,Y,Y]:  7.56173e-02 ; iterations: [ 7.56173e-02 ]
atom_name[X,Y,Y]     :  4.88239e-02 ; iterations: [ 4.88239e-02 ]

Attributes summed
atom_atomtype        :  4.12476e+00 ; iterations: [ 4.12476e+00 ]
atom_charge          :  1.89522e+00 ; iterations: [ 1.89522e+00 ]
sbond_1_atomid       :  9.24153e-01 ; iterations: [ 9.24153e-01 ]
sbond_2_atomid       :  4.89541e-01 ; iterations: [ 4.89541e-01 ]
atom_name            :  3.58773e-01 ; iterations: [ 3.58773e-01 ]
sbond_7_atomid       :  7.56173e-02 ; iterations: [ 7.56173e-02 ]

Aggregators
count                :  3.53422e+00 ; iterations: [ 3.53422e+00 ]
mode                 :  1.22516e+00 ; iterations: [ 1.22516e+00 ]
projection2_mode     :  1.12528e+00 ; iterations: [ 1.12528e+00 ]
sum                  :  8.57546e-01 ; iterations: [ 8.57546e-01 ]
min                  :  4.86634e-01 ; iterations: [ 4.86634e-01 ]
projection0_mode     :  3.39843e-01 ; iterations: [ 3.39843e-01 ]
max                  :  2.99370e-01 ; iterations: [ 2.99370e-01 ]

