Attributes
atom_atomtype[X,Y,Y] :  3.48150e+00 ; iterations: [ 3.48150e+00 ]
sbond_1_atomid[Y,Y,Y]:  7.30624e-01 ; iterations: [ 7.30624e-01 ]
atom_charge[X,Y,Y]   :  6.88292e-01 ; iterations: [ 6.88292e-01 ]
atom_charge[Y,Y,Y]   :  5.10161e-01 ; iterations: [ 5.10161e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.09799e-01 ; iterations: [ 3.09799e-01 ]
atom_name[X,Y,Y]     :  2.28234e-01 ; iterations: [ 2.28234e-01 ]
sbond_1_atomid[X,Y,Y]:  1.83489e-01 ; iterations: [ 1.83489e-01 ]
sbond_2_atomid[X,Y,Y]:  1.50268e-01 ; iterations: [ 1.50268e-01 ]
atom_name[Y,Y,Y]     :  1.46068e-01 ; iterations: [ 1.46068e-01 ]
atom_atomtype[Y,Y,Y] :  1.12500e-01 ; iterations: [ 1.12500e-01 ]
sbond_7_atomid[Y,Y,Y]:  9.00000e-02 ; iterations: [ 9.00000e-02 ]
sbond_7_atomid[X,Y,Y]:  8.15867e-02 ; iterations: [ 8.15867e-02 ]

Attributes summed
atom_atomtype        :  3.59400e+00 ; iterations: [ 3.59400e+00 ]
atom_charge          :  1.19845e+00 ; iterations: [ 1.19845e+00 ]
sbond_1_atomid       :  9.14113e-01 ; iterations: [ 9.14113e-01 ]
sbond_2_atomid       :  4.60067e-01 ; iterations: [ 4.60067e-01 ]
atom_name            :  3.74302e-01 ; iterations: [ 3.74302e-01 ]
sbond_7_atomid       :  1.71587e-01 ; iterations: [ 1.71587e-01 ]

Aggregators
count                :  3.07386e+00 ; iterations: [ 3.07386e+00 ]
projection2_mode     :  1.02206e+00 ; iterations: [ 1.02206e+00 ]
mode                 :  8.44264e-01 ; iterations: [ 8.44264e-01 ]
sum                  :  8.30452e-01 ; iterations: [ 8.30452e-01 ]
projection0_mode     :  4.45995e-01 ; iterations: [ 4.45995e-01 ]
min                  :  2.58234e-01 ; iterations: [ 2.58234e-01 ]
max                  :  2.37654e-01 ; iterations: [ 2.37654e-01 ]

