Attributes
atom_atomtype[X,Y,Y] :  5.33647e+00 ; iterations: [ 5.33647e+00 ]
atom_charge[X,Y,Y]   :  4.44250e-01 ; iterations: [ 4.44250e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.41043e-01 ; iterations: [ 4.41043e-01 ]
atom_charge[Y,Y,Y]   :  4.04393e-01 ; iterations: [ 4.04393e-01 ]
sbond_2_atomid[X,Y,Y]:  2.74888e-01 ; iterations: [ 2.74888e-01 ]
sbond_1_atomid[X,Y,Y]:  2.09225e-01 ; iterations: [ 2.09225e-01 ]
atom_name[X,Y,Y]     :  1.75374e-01 ; iterations: [ 1.75374e-01 ]
atom_atomtype[Y,Y,Y] :  1.64616e-01 ; iterations: [ 1.64616e-01 ]
atom_name[Y,Y,Y]     :  9.03581e-02 ; iterations: [ 9.03581e-02 ]
sbond_7_atomid[X,Y,Y]:  3.09256e-02 ; iterations: [ 3.09256e-02 ]
sbond_2_atomid[Y,Y,Y]:  2.61333e-02 ; iterations: [ 2.61333e-02 ]

Attributes summed
atom_atomtype        :  5.50108e+00 ; iterations: [ 5.50108e+00 ]
atom_charge          :  8.48643e-01 ; iterations: [ 8.48643e-01 ]
sbond_1_atomid       :  6.50268e-01 ; iterations: [ 6.50268e-01 ]
sbond_2_atomid       :  3.01022e-01 ; iterations: [ 3.01022e-01 ]
atom_name            :  2.65732e-01 ; iterations: [ 2.65732e-01 ]
sbond_7_atomid       :  3.09256e-02 ; iterations: [ 3.09256e-02 ]

Aggregators
count                :  4.62943e+00 ; iterations: [ 4.62943e+00 ]
projection2_mode     :  1.21228e+00 ; iterations: [ 1.21228e+00 ]
mode                 :  7.60453e-01 ; iterations: [ 7.60453e-01 ]
sum                  :  4.86280e-01 ; iterations: [ 4.86280e-01 ]
min                  :  4.39987e-01 ; iterations: [ 4.39987e-01 ]
max                  :  6.92415e-02 ; iterations: [ 6.92415e-02 ]

