Attributes
atom_atomtype[X,Y,Y] :  6.21024e+00 ; iterations: [ 6.21024e+00 ]
atom_charge[X,Y,Y]   :  5.49782e-01 ; iterations: [ 5.49782e-01 ]
atom_name[X,Y,Y]     :  3.99682e-01 ; iterations: [ 3.99682e-01 ]
atom_charge[Y,Y,Y]   :  3.78073e-01 ; iterations: [ 3.78073e-01 ]
atom_atomtype[Y,Y,Y] :  3.21069e-01 ; iterations: [ 3.21069e-01 ]
sbond_2_atomid[X,Y,Y]:  2.95298e-01 ; iterations: [ 2.95298e-01 ]
sbond_1_atomid[X,Y,Y]:  2.41757e-01 ; iterations: [ 2.41757e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.17406e-01 ; iterations: [ 2.17406e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.73628e-01 ; iterations: [ 1.73628e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.41093e-01 ; iterations: [ 1.41093e-01 ]
sbond_7_atomid[X,Y,Y]:  1.22449e-01 ; iterations: [ 1.22449e-01 ]

Attributes summed
atom_atomtype        :  6.53131e+00 ; iterations: [ 6.53131e+00 ]
atom_charge          :  9.27855e-01 ; iterations: [ 9.27855e-01 ]
sbond_2_atomid       :  4.68926e-01 ; iterations: [ 4.68926e-01 ]
sbond_1_atomid       :  4.59163e-01 ; iterations: [ 4.59163e-01 ]
atom_name            :  3.99682e-01 ; iterations: [ 3.99682e-01 ]
sbond_7_atomid       :  2.63542e-01 ; iterations: [ 2.63542e-01 ]

Aggregators
count                :  5.70688e+00 ; iterations: [ 5.70688e+00 ]
projection2_mode     :  9.26949e-01 ; iterations: [ 9.26949e-01 ]
mode                 :  7.73804e-01 ; iterations: [ 7.73804e-01 ]
sum                  :  6.74688e-01 ; iterations: [ 6.74688e-01 ]
min                  :  4.79414e-01 ; iterations: [ 4.79414e-01 ]
projection0_mode     :  2.52664e-01 ; iterations: [ 2.52664e-01 ]
max                  :  2.36075e-01 ; iterations: [ 2.36075e-01 ]

