Attributes
atom_atomtype[X,Y,Y] :  5.74690e+00 ; iterations: [ 5.74690e+00 ]
atom_charge[X,Y,Y]   :  9.37095e-01 ; iterations: [ 9.37095e-01 ]
sbond_1_atomid[X,Y,Y]:  3.79585e-01 ; iterations: [ 3.79585e-01 ]
sbond_7_atomid[Y,Y,Y]:  2.82992e-01 ; iterations: [ 2.82992e-01 ]
atom_charge[Y,Y,Y]   :  2.02339e-01 ; iterations: [ 2.02339e-01 ]
atom_name[X,Y,Y]     :  1.76383e-01 ; iterations: [ 1.76383e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.60597e-01 ; iterations: [ 1.60597e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.33178e-01 ; iterations: [ 1.33178e-01 ]
atom_atomtype[Y,Y,Y] :  7.47804e-02 ; iterations: [ 7.47804e-02 ]
sbond_2_atomid[X,Y,Y]:  7.29803e-02 ; iterations: [ 7.29803e-02 ]
sbond_7_atomid[X,Y,Y]:  2.66427e-02 ; iterations: [ 2.66427e-02 ]
atom_name[Y,Y,Y]     :  1.94004e-02 ; iterations: [ 1.94004e-02 ]

Attributes summed
atom_atomtype        :  5.82168e+00 ; iterations: [ 5.82168e+00 ]
atom_charge          :  1.13943e+00 ; iterations: [ 1.13943e+00 ]
sbond_1_atomid       :  5.40182e-01 ; iterations: [ 5.40182e-01 ]
sbond_7_atomid       :  3.09634e-01 ; iterations: [ 3.09634e-01 ]
sbond_2_atomid       :  2.06158e-01 ; iterations: [ 2.06158e-01 ]
atom_name            :  1.95784e-01 ; iterations: [ 1.95784e-01 ]

Aggregators
count                :  5.18089e+00 ; iterations: [ 5.18089e+00 ]
sum                  :  1.24315e+00 ; iterations: [ 1.24315e+00 ]
min                  :  6.64696e-01 ; iterations: [ 6.64696e-01 ]
projection0_mode     :  4.42812e-01 ; iterations: [ 4.42812e-01 ]
projection2_mode     :  3.41515e-01 ; iterations: [ 3.41515e-01 ]
mode                 :  3.39812e-01 ; iterations: [ 3.39812e-01 ]

