Attributes
atom_atomtype[X,Y,Y] :  3.43617e+00 ; iterations: [ 3.43617e+00 ]
atom_charge[X,Y,Y]   :  2.22658e+00 ; iterations: [ 2.22658e+00 ]
atom_name[X,Y,Y]     :  8.75713e-01 ; iterations: [ 8.75713e-01 ]
atom_charge[Y,Y,Y]   :  3.20225e-01 ; iterations: [ 3.20225e-01 ]
sbond_1_atomid[X,Y,Y]:  2.33103e-01 ; iterations: [ 2.33103e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.73004e-01 ; iterations: [ 1.73004e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.64213e-01 ; iterations: [ 1.64213e-01 ]
atom_atomtype[Y,Y,Y] :  8.33726e-02 ; iterations: [ 8.33726e-02 ]
sbond_2_atomid[X,Y,Y]:  7.70706e-02 ; iterations: [ 7.70706e-02 ]
sbond_7_atomid[X,Y,Y]:  6.52315e-02 ; iterations: [ 6.52315e-02 ]

Attributes summed
atom_atomtype        :  3.51954e+00 ; iterations: [ 3.51954e+00 ]
atom_charge          :  2.54680e+00 ; iterations: [ 2.54680e+00 ]
atom_name            :  8.75713e-01 ; iterations: [ 8.75713e-01 ]
sbond_1_atomid       :  4.06106e-01 ; iterations: [ 4.06106e-01 ]
sbond_2_atomid       :  2.41283e-01 ; iterations: [ 2.41283e-01 ]
sbond_7_atomid       :  6.52315e-02 ; iterations: [ 6.52315e-02 ]

Aggregators
count                :  3.95873e+00 ; iterations: [ 3.95873e+00 ]
projection2_mode     :  1.18542e+00 ; iterations: [ 1.18542e+00 ]
max                  :  9.92409e-01 ; iterations: [ 9.92409e-01 ]
min                  :  7.25903e-01 ; iterations: [ 7.25903e-01 ]
mode                 :  4.19700e-01 ; iterations: [ 4.19700e-01 ]
projection0_mode     :  1.87244e-01 ; iterations: [ 1.87244e-01 ]
sum                  :  1.85274e-01 ; iterations: [ 1.85274e-01 ]

