Attributes
atom_atomtype[X,Y,Y] :  4.77575e+00 ; iterations: [ 4.77575e+00 ]
atom_charge[X,Y,Y]   :  1.10262e+00 ; iterations: [ 1.10262e+00 ]
atom_name[X,Y,Y]     :  5.10137e-01 ; iterations: [ 5.10137e-01 ]
atom_charge[Y,Y,Y]   :  4.46404e-01 ; iterations: [ 4.46404e-01 ]
sbond_1_atomid[X,Y,Y]:  3.07253e-01 ; iterations: [ 3.07253e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.43315e-01 ; iterations: [ 2.43315e-01 ]
atom_atomtype[Y,Y,Y] :  8.23297e-02 ; iterations: [ 8.23297e-02 ]
sbond_7_atomid[X,Y,Y]:  7.63889e-02 ; iterations: [ 7.63889e-02 ]
sbond_1_atomid[Y,Y,Y]:  6.29955e-02 ; iterations: [ 6.29955e-02 ]
sbond_7_atomid[Y,Y,Y]:  6.25000e-02 ; iterations: [ 6.25000e-02 ]
atom_name[Y,Y,Y]     :  5.28007e-02 ; iterations: [ 5.28007e-02 ]
sbond_2_atomid[X,Y,Y]:  3.42185e-02 ; iterations: [ 3.42185e-02 ]

Attributes summed
atom_atomtype        :  4.85808e+00 ; iterations: [ 4.85808e+00 ]
atom_charge          :  1.54903e+00 ; iterations: [ 1.54903e+00 ]
atom_name            :  5.62938e-01 ; iterations: [ 5.62938e-01 ]
sbond_1_atomid       :  3.70249e-01 ; iterations: [ 3.70249e-01 ]
sbond_2_atomid       :  2.77533e-01 ; iterations: [ 2.77533e-01 ]
sbond_7_atomid       :  1.38889e-01 ; iterations: [ 1.38889e-01 ]

Aggregators
count                :  3.50124e+00 ; iterations: [ 3.50124e+00 ]
sum                  :  1.65552e+00 ; iterations: [ 1.65552e+00 ]
projection2_mode     :  1.29489e+00 ; iterations: [ 1.29489e+00 ]
mode                 :  5.56959e-01 ; iterations: [ 5.56959e-01 ]
min                  :  4.44528e-01 ; iterations: [ 4.44528e-01 ]
projection0_mode     :  2.43315e-01 ; iterations: [ 2.43315e-01 ]
max                  :  6.02725e-02 ; iterations: [ 6.02725e-02 ]

