Attributes
atom_atomtype[X,Y,Y] :  5.01710e+00 ; iterations: [ 5.01710e+00 ]
sbond_1_atomid[X,Y,Y]:  9.55119e-01 ; iterations: [ 9.55119e-01 ]
atom_charge[Y,Y,Y]   :  8.00598e-01 ; iterations: [ 8.00598e-01 ]
atom_charge[X,Y,Y]   :  5.15859e-01 ; iterations: [ 5.15859e-01 ]
sbond_2_atomid[Y,Y,Y]:  4.57679e-01 ; iterations: [ 4.57679e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.03853e-01 ; iterations: [ 4.03853e-01 ]
sbond_2_atomid[X,Y,Y]:  7.90063e-02 ; iterations: [ 7.90063e-02 ]
atom_name[X,Y,Y]     :  7.83083e-02 ; iterations: [ 7.83083e-02 ]
atom_name[Y,Y,Y]     :  6.31313e-02 ; iterations: [ 6.31313e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.40831e-02 ; iterations: [ 2.40831e-02 ]
atom_atomtype[Y,Y,Y] :  1.70937e-02 ; iterations: [ 1.70937e-02 ]

Attributes summed
atom_atomtype        :  5.03419e+00 ; iterations: [ 5.03419e+00 ]
sbond_1_atomid       :  1.35897e+00 ; iterations: [ 1.35897e+00 ]
atom_charge          :  1.31646e+00 ; iterations: [ 1.31646e+00 ]
sbond_2_atomid       :  5.36686e-01 ; iterations: [ 5.36686e-01 ]
atom_name            :  1.41440e-01 ; iterations: [ 1.41440e-01 ]
sbond_7_atomid       :  2.40831e-02 ; iterations: [ 2.40831e-02 ]

Aggregators
count                :  3.74219e+00 ; iterations: [ 3.74219e+00 ]
projection2_mode     :  1.89858e+00 ; iterations: [ 1.89858e+00 ]
mode                 :  9.66273e-01 ; iterations: [ 9.66273e-01 ]
sum                  :  9.08513e-01 ; iterations: [ 9.08513e-01 ]
projection0_mode     :  5.09497e-01 ; iterations: [ 5.09497e-01 ]
min                  :  2.98860e-01 ; iterations: [ 2.98860e-01 ]
max                  :  8.79175e-02 ; iterations: [ 8.79175e-02 ]

