Attributes
atom_atomtype[X,Y,Y] :  4.83861e+00 ; iterations: [ 4.83861e+00 ]
atom_charge[X,Y,Y]   :  8.27026e-01 ; iterations: [ 8.27026e-01 ]
atom_name[X,Y,Y]     :  6.82791e-01 ; iterations: [ 6.82791e-01 ]
atom_charge[Y,Y,Y]   :  4.36555e-01 ; iterations: [ 4.36555e-01 ]
sbond_1_atomid[X,Y,Y]:  2.63412e-01 ; iterations: [ 2.63412e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.76724e-01 ; iterations: [ 1.76724e-01 ]
atom_name[Y,Y,Y]     :  1.54321e-01 ; iterations: [ 1.54321e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.24283e-01 ; iterations: [ 1.24283e-01 ]

Attributes summed
atom_atomtype        :  4.83861e+00 ; iterations: [ 4.83861e+00 ]
atom_charge          :  1.26358e+00 ; iterations: [ 1.26358e+00 ]
atom_name            :  8.37112e-01 ; iterations: [ 8.37112e-01 ]
sbond_1_atomid       :  4.40136e-01 ; iterations: [ 4.40136e-01 ]
sbond_2_atomid       :  1.24283e-01 ; iterations: [ 1.24283e-01 ]

Aggregators
count                :  4.30422e+00 ; iterations: [ 4.30422e+00 ]
max                  :  8.20420e-01 ; iterations: [ 8.20420e-01 ]
mode                 :  6.40331e-01 ; iterations: [ 6.40331e-01 ]
min                  :  6.18996e-01 ; iterations: [ 6.18996e-01 ]
projection2_mode     :  5.90876e-01 ; iterations: [ 5.90876e-01 ]
sum                  :  3.41402e-01 ; iterations: [ 3.41402e-01 ]
projection0_mode     :  1.87478e-01 ; iterations: [ 1.87478e-01 ]

