Attributes
atom_atomtype[X,Y,Y] :  6.10100e+00 ; iterations: [ 6.10100e+00 ]
atom_charge[X,Y,Y]   :  9.80244e-01 ; iterations: [ 9.80244e-01 ]
atom_name[X,Y,Y]     :  4.80211e-01 ; iterations: [ 4.80211e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.30666e-01 ; iterations: [ 4.30666e-01 ]
atom_charge[Y,Y,Y]   :  3.96205e-01 ; iterations: [ 3.96205e-01 ]
sbond_1_atomid[X,Y,Y]:  3.44842e-01 ; iterations: [ 3.44842e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.39379e-01 ; iterations: [ 2.39379e-01 ]
atom_atomtype[Y,Y,Y] :  1.60813e-01 ; iterations: [ 1.60813e-01 ]
sbond_2_atomid[X,Y,Y]:  1.12311e-01 ; iterations: [ 1.12311e-01 ]
atom_name[Y,Y,Y]     :  3.48321e-02 ; iterations: [ 3.48321e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.39768e-02 ; iterations: [ 2.39768e-02 ]

Attributes summed
atom_atomtype        :  6.26181e+00 ; iterations: [ 6.26181e+00 ]
atom_charge          :  1.37645e+00 ; iterations: [ 1.37645e+00 ]
sbond_1_atomid       :  7.75507e-01 ; iterations: [ 7.75507e-01 ]
atom_name            :  5.15043e-01 ; iterations: [ 5.15043e-01 ]
sbond_2_atomid       :  3.51691e-01 ; iterations: [ 3.51691e-01 ]
sbond_7_atomid       :  2.39768e-02 ; iterations: [ 2.39768e-02 ]

Aggregators
count                :  5.17389e+00 ; iterations: [ 5.17389e+00 ]
projection2_mode     :  1.50560e+00 ; iterations: [ 1.50560e+00 ]
sum                  :  1.14152e+00 ; iterations: [ 1.14152e+00 ]
mode                 :  6.14996e-01 ; iterations: [ 6.14996e-01 ]
max                  :  3.80176e-01 ; iterations: [ 3.80176e-01 ]
projection0_mode     :  2.46209e-01 ; iterations: [ 2.46209e-01 ]
min                  :  2.42085e-01 ; iterations: [ 2.42085e-01 ]

