Attributes
atom_atomtype[X,Y,Y] :  5.71536e+00 ; iterations: [ 5.71536e+00 ]
atom_charge[X,Y,Y]   :  1.44278e+00 ; iterations: [ 1.44278e+00 ]
atom_charge[Y,Y,Y]   :  7.20822e-01 ; iterations: [ 7.20822e-01 ]
sbond_1_atomid[Y,Y,Y]:  7.13160e-01 ; iterations: [ 7.13160e-01 ]
sbond_1_atomid[X,Y,Y]:  3.01905e-01 ; iterations: [ 3.01905e-01 ]
atom_name[X,Y,Y]     :  2.14089e-01 ; iterations: [ 2.14089e-01 ]
sbond_2_atomid[X,Y,Y]:  1.32615e-01 ; iterations: [ 1.32615e-01 ]
atom_atomtype[Y,Y,Y] :  1.32615e-01 ; iterations: [ 1.32615e-01 ]
sbond_2_atomid[Y,Y,Y]:  6.76823e-02 ; iterations: [ 6.76823e-02 ]
sbond_7_atomid[X,Y,Y]:  4.68283e-02 ; iterations: [ 4.68283e-02 ]
sbond_7_atomid[Y,Y,Y]:  1.47151e-02 ; iterations: [ 1.47151e-02 ]

Attributes summed
atom_atomtype        :  5.84798e+00 ; iterations: [ 5.84798e+00 ]
atom_charge          :  2.16361e+00 ; iterations: [ 2.16361e+00 ]
sbond_1_atomid       :  1.01507e+00 ; iterations: [ 1.01507e+00 ]
atom_name            :  2.14089e-01 ; iterations: [ 2.14089e-01 ]
sbond_2_atomid       :  2.00297e-01 ; iterations: [ 2.00297e-01 ]
sbond_7_atomid       :  6.15434e-02 ; iterations: [ 6.15434e-02 ]

Aggregators
count                :  4.45078e+00 ; iterations: [ 4.45078e+00 ]
projection2_mode     :  1.89603e+00 ; iterations: [ 1.89603e+00 ]
sum                  :  1.11455e+00 ; iterations: [ 1.11455e+00 ]
mode                 :  8.85933e-01 ; iterations: [ 8.85933e-01 ]
max                  :  6.51329e-01 ; iterations: [ 6.51329e-01 ]
min                  :  4.34917e-01 ; iterations: [ 4.34917e-01 ]
projection0_mode     :  6.90479e-02 ; iterations: [ 6.90479e-02 ]

