Attributes
atom_atomtype[X,Y,Y] :  4.08083e+00 ; iterations: [ 4.08083e+00 ]
sbond_1_atomid[X,Y,Y]:  8.25753e-01 ; iterations: [ 8.25753e-01 ]
atom_charge[X,Y,Y]   :  8.05330e-01 ; iterations: [ 8.05330e-01 ]
atom_charge[Y,Y,Y]   :  6.93053e-01 ; iterations: [ 6.93053e-01 ]
sbond_1_atomid[Y,Y,Y]:  5.69564e-01 ; iterations: [ 5.69564e-01 ]
sbond_2_atomid[Y,Y,Y]:  5.51342e-01 ; iterations: [ 5.51342e-01 ]
atom_name[X,Y,Y]     :  3.20000e-01 ; iterations: [ 3.20000e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.25954e-01 ; iterations: [ 1.25954e-01 ]
sbond_2_atomid[X,Y,Y]:  5.11874e-02 ; iterations: [ 5.11874e-02 ]
atom_atomtype[Y,Y,Y] :  5.11874e-02 ; iterations: [ 5.11874e-02 ]

Attributes summed
atom_atomtype        :  4.13202e+00 ; iterations: [ 4.13202e+00 ]
atom_charge          :  1.49838e+00 ; iterations: [ 1.49838e+00 ]
sbond_1_atomid       :  1.39532e+00 ; iterations: [ 1.39532e+00 ]
sbond_2_atomid       :  6.02529e-01 ; iterations: [ 6.02529e-01 ]
atom_name            :  3.20000e-01 ; iterations: [ 3.20000e-01 ]
sbond_7_atomid       :  1.25954e-01 ; iterations: [ 1.25954e-01 ]

Aggregators
count                :  4.18602e+00 ; iterations: [ 4.18602e+00 ]
projection0_mode     :  8.99518e-01 ; iterations: [ 8.99518e-01 ]
mode                 :  8.10288e-01 ; iterations: [ 8.10288e-01 ]
projection2_mode     :  7.44240e-01 ; iterations: [ 7.44240e-01 ]
min                  :  5.94507e-01 ; iterations: [ 5.94507e-01 ]
sum                  :  5.59087e-01 ; iterations: [ 5.59087e-01 ]
max                  :  2.80537e-01 ; iterations: [ 2.80537e-01 ]

