Attributes
bonds_bond_type[X,Y,Y,Y]:  8.33518e-01 ; iterations: [ 8.33518e-01 ]
atoms_charge[Y,X,Y]     :  8.17441e-01 ; iterations: [ 8.17441e-01 ]
atoms_atom_type[Y,X,Y]  :  7.49990e-01 ; iterations: [ 7.49990e-01 ]
bonds_bond_type[Y,Y,Y,Y]:  1.31005e-01 ; iterations: [ 1.31005e-01 ]
atoms_charge[Y,Y,Y]     :  1.17539e-01 ; iterations: [ 1.17539e-01 ]
atoms_element[Y,X,Y]    :  9.85254e-02 ; iterations: [ 9.85254e-02 ]

Attributes summed
bonds_bond_type         :  9.64523e-01 ; iterations: [ 9.64523e-01 ]
atoms_charge            :  9.34980e-01 ; iterations: [ 9.34980e-01 ]
atoms_atom_type         :  7.49990e-01 ; iterations: [ 7.49990e-01 ]
atoms_element           :  9.85254e-02 ; iterations: [ 9.85254e-02 ]

Aggregators
sum                     :  1.10051e+00 ; iterations: [ 1.10051e+00 ]
min                     :  5.98970e-01 ; iterations: [ 5.98970e-01 ]
max                     :  3.25691e-01 ; iterations: [ 3.25691e-01 ]
projection2_min         :  2.89782e-01 ; iterations: [ 2.89782e-01 ]
count                   :  2.38137e-01 ; iterations: [ 2.38137e-01 ]
projection2_mode        :  1.26838e-01 ; iterations: [ 1.26838e-01 ]
mode                    :  4.09297e-02 ; iterations: [ 4.09297e-02 ]
projection3_mode        :  2.08333e-02 ; iterations: [ 2.08333e-02 ]
projection1_mode        :  6.32653e-03 ; iterations: [ 6.32653e-03 ]

