Attributes
atom_atomtype[X,Y,Y] :  5.47303e+00 ; iterations: [ 5.47303e+00 ]
atom_name[X,Y,Y]     :  7.37693e-01 ; iterations: [ 7.37693e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.72244e-01 ; iterations: [ 4.72244e-01 ]
atom_charge[X,Y,Y]   :  4.62364e-01 ; iterations: [ 4.62364e-01 ]
sbond_1_atomid[X,Y,Y]:  3.41041e-01 ; iterations: [ 3.41041e-01 ]
atom_charge[Y,Y,Y]   :  3.38093e-01 ; iterations: [ 3.38093e-01 ]
sbond_7_atomid[Y,Y,Y]:  2.66334e-01 ; iterations: [ 2.66334e-01 ]
sbond_7_atomid[X,Y,Y]:  9.92239e-02 ; iterations: [ 9.92239e-02 ]
sbond_2_atomid[X,Y,Y]:  6.94217e-02 ; iterations: [ 6.94217e-02 ]
sbond_2_atomid[Y,Y,Y]:  4.54642e-02 ; iterations: [ 4.54642e-02 ]
atom_atomtype[Y,Y,Y] :  2.49836e-02 ; iterations: [ 2.49836e-02 ]

Attributes summed
atom_atomtype        :  5.49801e+00 ; iterations: [ 5.49801e+00 ]
sbond_1_atomid       :  8.13284e-01 ; iterations: [ 8.13284e-01 ]
atom_charge          :  8.00457e-01 ; iterations: [ 8.00457e-01 ]
atom_name            :  7.37693e-01 ; iterations: [ 7.37693e-01 ]
sbond_7_atomid       :  3.65558e-01 ; iterations: [ 3.65558e-01 ]
sbond_2_atomid       :  1.14886e-01 ; iterations: [ 1.14886e-01 ]

Aggregators
count                :  4.67782e+00 ; iterations: [ 4.67782e+00 ]
sum                  :  1.40558e+00 ; iterations: [ 1.40558e+00 ]
projection2_mode     :  1.08530e+00 ; iterations: [ 1.08530e+00 ]
mode                 :  4.25672e-01 ; iterations: [ 4.25672e-01 ]
projection0_mode     :  2.64846e-01 ; iterations: [ 2.64846e-01 ]
max                  :  2.49703e-01 ; iterations: [ 2.49703e-01 ]
min                  :  2.20973e-01 ; iterations: [ 2.20973e-01 ]

