Attributes
atom_atomtype[X,Y,Y] :  4.74784e+00 ; iterations: [ 4.74784e+00 ]
atom_charge[X,Y,Y]   :  7.81758e-01 ; iterations: [ 7.81758e-01 ]
atom_name[X,Y,Y]     :  6.31463e-01 ; iterations: [ 6.31463e-01 ]
atom_charge[Y,Y,Y]   :  3.56053e-01 ; iterations: [ 3.56053e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.14421e-01 ; iterations: [ 3.14421e-01 ]
sbond_1_atomid[X,Y,Y]:  2.47132e-01 ; iterations: [ 2.47132e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.22222e-01 ; iterations: [ 2.22222e-01 ]
atom_atomtype[Y,Y,Y] :  2.07981e-01 ; iterations: [ 2.07981e-01 ]
sbond_2_atomid[X,Y,Y]:  2.06668e-01 ; iterations: [ 2.06668e-01 ]
sbond_7_atomid[Y,Y,Y]:  8.90538e-02 ; iterations: [ 8.90538e-02 ]
sbond_7_atomid[X,Y,Y]:  2.68999e-02 ; iterations: [ 2.68999e-02 ]
atom_name[Y,Y,Y]     :  2.08333e-02 ; iterations: [ 2.08333e-02 ]

Attributes summed
atom_atomtype        :  4.95582e+00 ; iterations: [ 4.95582e+00 ]
atom_charge          :  1.13781e+00 ; iterations: [ 1.13781e+00 ]
atom_name            :  6.52297e-01 ; iterations: [ 6.52297e-01 ]
sbond_1_atomid       :  5.61553e-01 ; iterations: [ 5.61553e-01 ]
sbond_2_atomid       :  4.28890e-01 ; iterations: [ 4.28890e-01 ]
sbond_7_atomid       :  1.15954e-01 ; iterations: [ 1.15954e-01 ]

Aggregators
count                :  4.33020e+00 ; iterations: [ 4.33020e+00 ]
sum                  :  1.08792e+00 ; iterations: [ 1.08792e+00 ]
mode                 :  7.29369e-01 ; iterations: [ 7.29369e-01 ]
projection2_mode     :  6.22290e-01 ; iterations: [ 6.22290e-01 ]
min                  :  4.65934e-01 ; iterations: [ 4.65934e-01 ]
projection0_mode     :  3.52355e-01 ; iterations: [ 3.52355e-01 ]
max                  :  2.64265e-01 ; iterations: [ 2.64265e-01 ]

