Attributes
atom_atomtype[X,Y,Y] :  4.53150e+00 ; iterations: [ 4.53150e+00 ]
atom_charge[Y,Y,Y]   :  8.03521e-01 ; iterations: [ 8.03521e-01 ]
sbond_1_atomid[X,Y,Y]:  6.17678e-01 ; iterations: [ 6.17678e-01 ]
atom_charge[X,Y,Y]   :  4.77546e-01 ; iterations: [ 4.77546e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.23872e-01 ; iterations: [ 2.23872e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.16146e-01 ; iterations: [ 2.16146e-01 ]
sbond_7_atomid[X,Y,Y]:  1.22874e-01 ; iterations: [ 1.22874e-01 ]
sbond_2_atomid[X,Y,Y]:  9.30028e-02 ; iterations: [ 9.30028e-02 ]
atom_name[X,Y,Y]     :  7.59885e-02 ; iterations: [ 7.59885e-02 ]
sbond_7_atomid[Y,Y,Y]:  6.63265e-02 ; iterations: [ 6.63265e-02 ]
atom_atomtype[Y,Y,Y] :  6.55023e-02 ; iterations: [ 6.55023e-02 ]

Attributes summed
atom_atomtype        :  4.59700e+00 ; iterations: [ 4.59700e+00 ]
atom_charge          :  1.28107e+00 ; iterations: [ 1.28107e+00 ]
sbond_1_atomid       :  8.33824e-01 ; iterations: [ 8.33824e-01 ]
sbond_2_atomid       :  3.16875e-01 ; iterations: [ 3.16875e-01 ]
sbond_7_atomid       :  1.89201e-01 ; iterations: [ 1.89201e-01 ]
atom_name            :  7.59885e-02 ; iterations: [ 7.59885e-02 ]

Aggregators
count                :  3.15335e+00 ; iterations: [ 3.15335e+00 ]
projection2_mode     :  1.43755e+00 ; iterations: [ 1.43755e+00 ]
mode                 :  8.79440e-01 ; iterations: [ 8.79440e-01 ]
sum                  :  7.77626e-01 ; iterations: [ 7.77626e-01 ]
max                  :  5.49556e-01 ; iterations: [ 5.49556e-01 ]
projection0_mode     :  2.61607e-01 ; iterations: [ 2.61607e-01 ]
min                  :  2.34824e-01 ; iterations: [ 2.34824e-01 ]

