Attributes
atom_atomtype[X,Y,Y] :  3.24807e+00 ; iterations: [ 3.24807e+00 ]
atom_charge[X,Y,Y]   :  9.36167e-01 ; iterations: [ 9.36167e-01 ]
atom_name[X,Y,Y]     :  5.04780e-01 ; iterations: [ 5.04780e-01 ]
sbond_2_atomid[X,Y,Y]:  4.82309e-01 ; iterations: [ 4.82309e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.53958e-01 ; iterations: [ 4.53958e-01 ]
atom_atomtype[Y,Y,Y] :  3.00192e-01 ; iterations: [ 3.00192e-01 ]
atom_charge[Y,Y,Y]   :  2.45549e-01 ; iterations: [ 2.45549e-01 ]
atom_name[Y,Y,Y]     :  1.82117e-01 ; iterations: [ 1.82117e-01 ]
sbond_1_atomid[X,Y,Y]:  1.67684e-01 ; iterations: [ 1.67684e-01 ]
sbond_2_atomid[Y,Y,Y]:  7.29746e-02 ; iterations: [ 7.29746e-02 ]
sbond_7_atomid[X,Y,Y]:  2.01056e-02 ; iterations: [ 2.01056e-02 ]

Attributes summed
atom_atomtype        :  3.54826e+00 ; iterations: [ 3.54826e+00 ]
atom_charge          :  1.18172e+00 ; iterations: [ 1.18172e+00 ]
atom_name            :  6.86897e-01 ; iterations: [ 6.86897e-01 ]
sbond_1_atomid       :  6.21642e-01 ; iterations: [ 6.21642e-01 ]
sbond_2_atomid       :  5.55284e-01 ; iterations: [ 5.55284e-01 ]
sbond_7_atomid       :  2.01056e-02 ; iterations: [ 2.01056e-02 ]

Aggregators
count                :  3.02361e+00 ; iterations: [ 3.02361e+00 ]
projection2_mode     :  1.35230e+00 ; iterations: [ 1.35230e+00 ]
sum                  :  9.31181e-01 ; iterations: [ 9.31181e-01 ]
mode                 :  7.27858e-01 ; iterations: [ 7.27858e-01 ]
max                  :  2.99515e-01 ; iterations: [ 2.99515e-01 ]
min                  :  2.28164e-01 ; iterations: [ 2.28164e-01 ]
projection0_mode     :  5.12791e-02 ; iterations: [ 5.12791e-02 ]

