Attributes
atom_atomtype[X,Y,Y] :  5.70408e+00 ; iterations: [ 5.70408e+00 ]
atom_charge[X,Y,Y]   :  8.52782e-01 ; iterations: [ 8.52782e-01 ]
atom_charge[Y,Y,Y]   :  4.35347e-01 ; iterations: [ 4.35347e-01 ]
sbond_1_atomid[X,Y,Y]:  3.89116e-01 ; iterations: [ 3.89116e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.44473e-01 ; iterations: [ 2.44473e-01 ]
atom_name[X,Y,Y]     :  1.81123e-01 ; iterations: [ 1.81123e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.33419e-01 ; iterations: [ 1.33419e-01 ]
atom_name[Y,Y,Y]     :  1.21568e-01 ; iterations: [ 1.21568e-01 ]
sbond_2_atomid[X,Y,Y]:  6.01969e-02 ; iterations: [ 6.01969e-02 ]
sbond_7_atomid[Y,Y,Y]:  5.23042e-02 ; iterations: [ 5.23042e-02 ]
atom_atomtype[Y,Y,Y] :  2.84792e-02 ; iterations: [ 2.84792e-02 ]

Attributes summed
atom_atomtype        :  5.73256e+00 ; iterations: [ 5.73256e+00 ]
atom_charge          :  1.28813e+00 ; iterations: [ 1.28813e+00 ]
sbond_1_atomid       :  6.33588e-01 ; iterations: [ 6.33588e-01 ]
atom_name            :  3.02691e-01 ; iterations: [ 3.02691e-01 ]
sbond_2_atomid       :  1.93616e-01 ; iterations: [ 1.93616e-01 ]
sbond_7_atomid       :  5.23042e-02 ; iterations: [ 5.23042e-02 ]

Aggregators
count                :  5.32599e+00 ; iterations: [ 5.32599e+00 ]
projection2_mode     :  1.16539e+00 ; iterations: [ 1.16539e+00 ]
mode                 :  6.30494e-01 ; iterations: [ 6.30494e-01 ]
max                  :  5.46138e-01 ; iterations: [ 5.46138e-01 ]
sum                  :  2.65973e-01 ; iterations: [ 2.65973e-01 ]
projection0_mode     :  1.54005e-01 ; iterations: [ 1.54005e-01 ]
min                  :  1.14896e-01 ; iterations: [ 1.14896e-01 ]

