Attributes
atom_atomtype[X,Y,Y] :  4.73118e+00 ; iterations: [ 4.73118e+00 ]
sbond_1_atomid[X,Y,Y]:  7.99458e-01 ; iterations: [ 7.99458e-01 ]
atom_charge[Y,Y,Y]   :  5.89889e-01 ; iterations: [ 5.89889e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.62148e-01 ; iterations: [ 4.62148e-01 ]
atom_charge[X,Y,Y]   :  3.43708e-01 ; iterations: [ 3.43708e-01 ]
sbond_7_atomid[X,Y,Y]:  1.80000e-01 ; iterations: [ 1.80000e-01 ]
atom_name[X,Y,Y]     :  1.56028e-01 ; iterations: [ 1.56028e-01 ]
atom_atomtype[Y,Y,Y] :  6.63265e-02 ; iterations: [ 6.63265e-02 ]
sbond_2_atomid[X,Y,Y]:  5.36294e-02 ; iterations: [ 5.36294e-02 ]
sbond_2_atomid[Y,Y,Y]:  5.30194e-02 ; iterations: [ 5.30194e-02 ]
atom_name[Y,Y,Y]     :  3.33193e-02 ; iterations: [ 3.33193e-02 ]
sbond_3_atomid[Y,Y,Y]:  1.90525e-02 ; iterations: [ 1.90525e-02 ]
sbond_7_atomid[Y,Y,Y]:  1.78080e-02 ; iterations: [ 1.78080e-02 ]

Attributes summed
atom_atomtype        :  4.79751e+00 ; iterations: [ 4.79751e+00 ]
sbond_1_atomid       :  1.26161e+00 ; iterations: [ 1.26161e+00 ]
atom_charge          :  9.33597e-01 ; iterations: [ 9.33597e-01 ]
sbond_7_atomid       :  1.97808e-01 ; iterations: [ 1.97808e-01 ]
atom_name            :  1.89348e-01 ; iterations: [ 1.89348e-01 ]
sbond_2_atomid       :  1.06649e-01 ; iterations: [ 1.06649e-01 ]
sbond_3_atomid       :  1.90525e-02 ; iterations: [ 1.90525e-02 ]

Aggregators
count                :  4.02178e+00 ; iterations: [ 4.02178e+00 ]
projection2_mode     :  1.57442e+00 ; iterations: [ 1.57442e+00 ]
mode                 :  7.30467e-01 ; iterations: [ 7.30467e-01 ]
sum                  :  6.89713e-01 ; iterations: [ 6.89713e-01 ]
projection0_mode     :  2.28320e-01 ; iterations: [ 2.28320e-01 ]
min                  :  1.38805e-01 ; iterations: [ 1.38805e-01 ]
max                  :  1.22060e-01 ; iterations: [ 1.22060e-01 ]

