Attributes
atom_atomtype[X,Y,Y] :  4.75733e+00 ; iterations: [ 4.75733e+00 ]
atom_charge[X,Y,Y]   :  1.47657e+00 ; iterations: [ 1.47657e+00 ]
atom_charge[Y,Y,Y]   :  6.86749e-01 ; iterations: [ 6.86749e-01 ]
atom_name[X,Y,Y]     :  2.42008e-01 ; iterations: [ 2.42008e-01 ]
sbond_1_atomid[X,Y,Y]:  2.22204e-01 ; iterations: [ 2.22204e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.01814e-01 ; iterations: [ 2.01814e-01 ]
sbond_2_atomid[X,Y,Y]:  4.29065e-02 ; iterations: [ 4.29065e-02 ]
sbond_2_atomid[Y,Y,Y]:  3.95373e-02 ; iterations: [ 3.95373e-02 ]
atom_atomtype[Y,Y,Y] :  2.99300e-02 ; iterations: [ 2.99300e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.51914e-02 ; iterations: [ 2.51914e-02 ]
atom_name[Y,Y,Y]     :  2.41894e-02 ; iterations: [ 2.41894e-02 ]
sbond_7_atomid[X,Y,Y]:  2.07026e-02 ; iterations: [ 2.07026e-02 ]

Attributes summed
atom_atomtype        :  4.78726e+00 ; iterations: [ 4.78726e+00 ]
atom_charge          :  2.16332e+00 ; iterations: [ 2.16332e+00 ]
sbond_1_atomid       :  4.24018e-01 ; iterations: [ 4.24018e-01 ]
atom_name            :  2.66197e-01 ; iterations: [ 2.66197e-01 ]
sbond_2_atomid       :  8.24438e-02 ; iterations: [ 8.24438e-02 ]
sbond_7_atomid       :  4.58939e-02 ; iterations: [ 4.58939e-02 ]

Aggregators
count                :  3.43544e+00 ; iterations: [ 3.43544e+00 ]
projection2_mode     :  1.36531e+00 ; iterations: [ 1.36531e+00 ]
min                  :  8.44404e-01 ; iterations: [ 8.44404e-01 ]
mode                 :  7.40868e-01 ; iterations: [ 7.40868e-01 ]
sum                  :  6.79110e-01 ; iterations: [ 6.79110e-01 ]
max                  :  6.18687e-01 ; iterations: [ 6.18687e-01 ]
projection0_mode     :  8.53141e-02 ; iterations: [ 8.53141e-02 ]

