Attributes
atom_atomtype[X,Y,Y] :  5.20082e+00 ; iterations: [ 5.20082e+00 ]
atom_charge[Y,Y,Y]   :  5.69673e-01 ; iterations: [ 5.69673e-01 ]
sbond_1_atomid[X,Y,Y]:  5.02324e-01 ; iterations: [ 5.02324e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.97989e-01 ; iterations: [ 2.97989e-01 ]
atom_atomtype[Y,Y,Y] :  2.90095e-01 ; iterations: [ 2.90095e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.75987e-01 ; iterations: [ 2.75987e-01 ]
sbond_2_atomid[X,Y,Y]:  2.74599e-01 ; iterations: [ 2.74599e-01 ]
atom_charge[X,Y,Y]   :  2.13003e-01 ; iterations: [ 2.13003e-01 ]
atom_name[X,Y,Y]     :  7.71605e-02 ; iterations: [ 7.71605e-02 ]
sbond_7_atomid[Y,Y,Y]:  5.42535e-02 ; iterations: [ 5.42535e-02 ]
sbond_7_atomid[X,Y,Y]:  2.64016e-02 ; iterations: [ 2.64016e-02 ]

Attributes summed
atom_atomtype        :  5.49092e+00 ; iterations: [ 5.49092e+00 ]
sbond_1_atomid       :  8.00313e-01 ; iterations: [ 8.00313e-01 ]
atom_charge          :  7.82676e-01 ; iterations: [ 7.82676e-01 ]
sbond_2_atomid       :  5.50587e-01 ; iterations: [ 5.50587e-01 ]
sbond_7_atomid       :  8.06551e-02 ; iterations: [ 8.06551e-02 ]
atom_name            :  7.71605e-02 ; iterations: [ 7.71605e-02 ]

Aggregators
count                :  4.14680e+00 ; iterations: [ 4.14680e+00 ]
projection2_mode     :  1.17549e+00 ; iterations: [ 1.17549e+00 ]
mode                 :  8.84813e-01 ; iterations: [ 8.84813e-01 ]
max                  :  5.96279e-01 ; iterations: [ 5.96279e-01 ]
sum                  :  4.89747e-01 ; iterations: [ 4.89747e-01 ]
projection0_mode     :  3.19833e-01 ; iterations: [ 3.19833e-01 ]
min                  :  1.69344e-01 ; iterations: [ 1.69344e-01 ]

