Attributes
atom_atomtype[X,Y,Y] :  6.02143e+00 ; iterations: [ 6.02143e+00 ]
atom_charge[X,Y,Y]   :  1.80969e+00 ; iterations: [ 1.80969e+00 ]
atom_name[X,Y,Y]     :  4.14509e-01 ; iterations: [ 4.14509e-01 ]
sbond_2_atomid[X,Y,Y]:  3.69018e-01 ; iterations: [ 3.69018e-01 ]
atom_atomtype[Y,Y,Y] :  3.43789e-01 ; iterations: [ 3.43789e-01 ]
atom_charge[Y,Y,Y]   :  3.05596e-01 ; iterations: [ 3.05596e-01 ]
sbond_1_atomid[X,Y,Y]:  1.68603e-01 ; iterations: [ 1.68603e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.40425e-01 ; iterations: [ 1.40425e-01 ]
sbond_7_atomid[X,Y,Y]:  6.82591e-02 ; iterations: [ 6.82591e-02 ]
atom_name[Y,Y,Y]     :  4.90453e-02 ; iterations: [ 4.90453e-02 ]
sbond_2_atomid[Y,Y,Y]:  2.05546e-02 ; iterations: [ 2.05546e-02 ]

Attributes summed
atom_atomtype        :  6.36522e+00 ; iterations: [ 6.36522e+00 ]
atom_charge          :  2.11528e+00 ; iterations: [ 2.11528e+00 ]
atom_name            :  4.63554e-01 ; iterations: [ 4.63554e-01 ]
sbond_2_atomid       :  3.89573e-01 ; iterations: [ 3.89573e-01 ]
sbond_1_atomid       :  3.09028e-01 ; iterations: [ 3.09028e-01 ]
sbond_7_atomid       :  6.82591e-02 ; iterations: [ 6.82591e-02 ]

Aggregators
count                :  6.03617e+00 ; iterations: [ 6.03617e+00 ]
max                  :  1.01037e+00 ; iterations: [ 1.01037e+00 ]
mode                 :  9.11764e-01 ; iterations: [ 9.11764e-01 ]
projection2_mode     :  6.98431e-01 ; iterations: [ 6.98431e-01 ]
min                  :  6.60798e-01 ; iterations: [ 6.60798e-01 ]
sum                  :  3.93390e-01 ; iterations: [ 3.93390e-01 ]

