Attributes
atom_atomtype[X,Y,Y] :  3.15138e+00 ; iterations: [ 3.15138e+00 ]
atom_charge[X,Y,Y]   :  7.68517e-01 ; iterations: [ 7.68517e-01 ]
atom_name[X,Y,Y]     :  5.49239e-01 ; iterations: [ 5.49239e-01 ]
atom_charge[Y,Y,Y]   :  4.17179e-01 ; iterations: [ 4.17179e-01 ]
sbond_1_atomid[X,Y,Y]:  3.82526e-01 ; iterations: [ 3.82526e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.43085e-01 ; iterations: [ 3.43085e-01 ]
atom_atomtype[Y,Y,Y] :  1.18583e-01 ; iterations: [ 1.18583e-01 ]
sbond_2_atomid[Y,Y,Y]:  9.81447e-02 ; iterations: [ 9.81447e-02 ]
sbond_2_atomid[X,Y,Y]:  6.33162e-02 ; iterations: [ 6.33162e-02 ]
sbond_7_atomid[Y,Y,Y]:  5.23120e-02 ; iterations: [ 5.23120e-02 ]
atom_name[Y,Y,Y]     :  3.42086e-02 ; iterations: [ 3.42086e-02 ]

Attributes summed
atom_atomtype        :  3.26996e+00 ; iterations: [ 3.26996e+00 ]
atom_charge          :  1.18570e+00 ; iterations: [ 1.18570e+00 ]
sbond_1_atomid       :  7.25611e-01 ; iterations: [ 7.25611e-01 ]
atom_name            :  5.83448e-01 ; iterations: [ 5.83448e-01 ]
sbond_2_atomid       :  1.61461e-01 ; iterations: [ 1.61461e-01 ]
sbond_7_atomid       :  5.23120e-02 ; iterations: [ 5.23120e-02 ]

Aggregators
count                :  2.91617e+00 ; iterations: [ 2.91617e+00 ]
projection2_mode     :  1.24657e+00 ; iterations: [ 1.24657e+00 ]
mode                 :  5.69971e-01 ; iterations: [ 5.69971e-01 ]
sum                  :  5.34910e-01 ; iterations: [ 5.34910e-01 ]
min                  :  3.39032e-01 ; iterations: [ 3.39032e-01 ]
max                  :  2.13127e-01 ; iterations: [ 2.13127e-01 ]
projection0_mode     :  1.58707e-01 ; iterations: [ 1.58707e-01 ]

