Attributes
atom_atomtype[X,Y,Y] :  4.04320e+00 ; iterations: [ 4.04320e+00 ]
atom_charge[X,Y,Y]   :  8.89243e-01 ; iterations: [ 8.89243e-01 ]
sbond_1_atomid[Y,Y,Y]:  5.85260e-01 ; iterations: [ 5.85260e-01 ]
sbond_1_atomid[X,Y,Y]:  4.71988e-01 ; iterations: [ 4.71988e-01 ]
atom_charge[Y,Y,Y]   :  4.63498e-01 ; iterations: [ 4.63498e-01 ]
atom_atomtype[Y,Y,Y] :  4.01931e-01 ; iterations: [ 4.01931e-01 ]
atom_name[X,Y,Y]     :  3.76280e-01 ; iterations: [ 3.76280e-01 ]
sbond_2_atomid[X,Y,Y]:  3.31600e-01 ; iterations: [ 3.31600e-01 ]
atom_name[Y,Y,Y]     :  6.59482e-02 ; iterations: [ 6.59482e-02 ]
sbond_2_atomid[Y,Y,Y]:  5.01661e-02 ; iterations: [ 5.01661e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.59901e-02 ; iterations: [ 2.59901e-02 ]

Attributes summed
atom_atomtype        :  4.44513e+00 ; iterations: [ 4.44513e+00 ]
atom_charge          :  1.35274e+00 ; iterations: [ 1.35274e+00 ]
sbond_1_atomid       :  1.05725e+00 ; iterations: [ 1.05725e+00 ]
atom_name            :  4.42229e-01 ; iterations: [ 4.42229e-01 ]
sbond_2_atomid       :  3.81766e-01 ; iterations: [ 3.81766e-01 ]
sbond_7_atomid       :  2.59901e-02 ; iterations: [ 2.59901e-02 ]

Aggregators
count                :  3.70620e+00 ; iterations: [ 3.70620e+00 ]
projection2_mode     :  1.17572e+00 ; iterations: [ 1.17572e+00 ]
mode                 :  1.11960e+00 ; iterations: [ 1.11960e+00 ]
sum                  :  6.51484e-01 ; iterations: [ 6.51484e-01 ]
max                  :  6.48077e-01 ; iterations: [ 6.48077e-01 ]
projection0_mode     :  3.23471e-01 ; iterations: [ 3.23471e-01 ]
min                  :  8.05531e-02 ; iterations: [ 8.05531e-02 ]

