Attributes
atom_atomtype[X,Y,Y] :  6.29770e+00 ; iterations: [ 6.29770e+00 ]
atom_charge[X,Y,Y]   :  1.03698e+00 ; iterations: [ 1.03698e+00 ]
atom_charge[Y,Y,Y]   :  5.21411e-01 ; iterations: [ 5.21411e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.76193e-01 ; iterations: [ 4.76193e-01 ]
sbond_1_atomid[X,Y,Y]:  3.41712e-01 ; iterations: [ 3.41712e-01 ]
atom_atomtype[Y,Y,Y] :  1.63977e-01 ; iterations: [ 1.63977e-01 ]
sbond_2_atomid[X,Y,Y]:  1.22223e-01 ; iterations: [ 1.22223e-01 ]
sbond_7_atomid[X,Y,Y]:  8.31466e-02 ; iterations: [ 8.31466e-02 ]
atom_name[X,Y,Y]     :  6.44402e-02 ; iterations: [ 6.44402e-02 ]
atom_name[Y,Y,Y]     :  5.65149e-02 ; iterations: [ 5.65149e-02 ]
sbond_7_atomid[Y,Y,Y]:  5.03123e-02 ; iterations: [ 5.03123e-02 ]

Attributes summed
atom_atomtype        :  6.46168e+00 ; iterations: [ 6.46168e+00 ]
atom_charge          :  1.55839e+00 ; iterations: [ 1.55839e+00 ]
sbond_1_atomid       :  8.17905e-01 ; iterations: [ 8.17905e-01 ]
sbond_7_atomid       :  1.33459e-01 ; iterations: [ 1.33459e-01 ]
sbond_2_atomid       :  1.22223e-01 ; iterations: [ 1.22223e-01 ]
atom_name            :  1.20955e-01 ; iterations: [ 1.20955e-01 ]

Aggregators
count                :  5.95746e+00 ; iterations: [ 5.95746e+00 ]
mode                 :  8.05401e-01 ; iterations: [ 8.05401e-01 ]
min                  :  7.13381e-01 ; iterations: [ 7.13381e-01 ]
projection2_mode     :  7.04143e-01 ; iterations: [ 7.04143e-01 ]
sum                  :  5.67371e-01 ; iterations: [ 5.67371e-01 ]
max                  :  3.13384e-01 ; iterations: [ 3.13384e-01 ]
projection0_mode     :  1.53476e-01 ; iterations: [ 1.53476e-01 ]

