Attributes
atom_atomtype[X,Y,Y] :  3.10213e+00 ; iterations: [ 3.10213e+00 ]
atom_charge[X,Y,Y]   :  1.56700e+00 ; iterations: [ 1.56700e+00 ]
atom_name[X,Y,Y]     :  5.22984e-01 ; iterations: [ 5.22984e-01 ]
sbond_1_atomid[X,Y,Y]:  4.92913e-01 ; iterations: [ 4.92913e-01 ]
atom_charge[Y,Y,Y]   :  4.86572e-01 ; iterations: [ 4.86572e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.67659e-01 ; iterations: [ 4.67659e-01 ]
sbond_7_atomid[Y,Y,Y]:  2.95363e-01 ; iterations: [ 2.95363e-01 ]
sbond_7_atomid[X,Y,Y]:  2.40000e-01 ; iterations: [ 2.40000e-01 ]
atom_name[Y,Y,Y]     :  1.24697e-01 ; iterations: [ 1.24697e-01 ]
atom_atomtype[Y,Y,Y] :  3.23993e-02 ; iterations: [ 3.23993e-02 ]
sbond_2_atomid[X,Y,Y]:  3.09047e-02 ; iterations: [ 3.09047e-02 ]
sbond_2_atomid[Y,Y,Y]:  2.86535e-02 ; iterations: [ 2.86535e-02 ]
sbond_3_atomid[Y,Y,Y]:  2.42569e-02 ; iterations: [ 2.42569e-02 ]

Attributes summed
atom_atomtype        :  3.13453e+00 ; iterations: [ 3.13453e+00 ]
atom_charge          :  2.05357e+00 ; iterations: [ 2.05357e+00 ]
sbond_1_atomid       :  9.60572e-01 ; iterations: [ 9.60572e-01 ]
atom_name            :  6.47681e-01 ; iterations: [ 6.47681e-01 ]
sbond_7_atomid       :  5.35363e-01 ; iterations: [ 5.35363e-01 ]
sbond_2_atomid       :  5.95582e-02 ; iterations: [ 5.95582e-02 ]
sbond_3_atomid       :  2.42569e-02 ; iterations: [ 2.42569e-02 ]

Aggregators
count                :  3.72887e+00 ; iterations: [ 3.72887e+00 ]
sum                  :  1.01310e+00 ; iterations: [ 1.01310e+00 ]
projection2_mode     :  9.10608e-01 ; iterations: [ 9.10608e-01 ]
min                  :  6.73639e-01 ; iterations: [ 6.73639e-01 ]
mode                 :  6.43669e-01 ; iterations: [ 6.43669e-01 ]
max                  :  2.85284e-01 ; iterations: [ 2.85284e-01 ]
projection0_mode     :  1.60366e-01 ; iterations: [ 1.60366e-01 ]

