Attributes
atom_atomtype[X,Y,Y] :  5.32893e+00 ; iterations: [ 5.32893e+00 ]
atom_charge[X,Y,Y]   :  1.56433e+00 ; iterations: [ 1.56433e+00 ]
sbond_1_atomid[Y,Y,Y]:  3.21917e-01 ; iterations: [ 3.21917e-01 ]
atom_charge[Y,Y,Y]   :  2.82041e-01 ; iterations: [ 2.82041e-01 ]
atom_name[X,Y,Y]     :  2.70869e-01 ; iterations: [ 2.70869e-01 ]
sbond_1_atomid[X,Y,Y]:  2.59385e-01 ; iterations: [ 2.59385e-01 ]
sbond_2_atomid[X,Y,Y]:  1.96371e-01 ; iterations: [ 1.96371e-01 ]
atom_atomtype[Y,Y,Y] :  1.93872e-01 ; iterations: [ 1.93872e-01 ]
atom_name[Y,Y,Y]     :  1.91085e-01 ; iterations: [ 1.91085e-01 ]
sbond_2_atomid[Y,Y,Y]:  5.39095e-02 ; iterations: [ 5.39095e-02 ]
sbond_7_atomid[Y,Y,Y]:  4.02339e-02 ; iterations: [ 4.02339e-02 ]

Attributes summed
atom_atomtype        :  5.52281e+00 ; iterations: [ 5.52281e+00 ]
atom_charge          :  1.84637e+00 ; iterations: [ 1.84637e+00 ]
sbond_1_atomid       :  5.81302e-01 ; iterations: [ 5.81302e-01 ]
atom_name            :  4.61954e-01 ; iterations: [ 4.61954e-01 ]
sbond_2_atomid       :  2.50280e-01 ; iterations: [ 2.50280e-01 ]
sbond_7_atomid       :  4.02339e-02 ; iterations: [ 4.02339e-02 ]

Aggregators
count                :  4.71270e+00 ; iterations: [ 4.71270e+00 ]
projection2_mode     :  1.31983e+00 ; iterations: [ 1.31983e+00 ]
min                  :  9.11911e-01 ; iterations: [ 9.11911e-01 ]
sum                  :  7.00218e-01 ; iterations: [ 7.00218e-01 ]
mode                 :  6.95745e-01 ; iterations: [ 6.95745e-01 ]
projection0_mode     :  2.11458e-01 ; iterations: [ 2.11458e-01 ]
max                  :  1.51089e-01 ; iterations: [ 1.51089e-01 ]

