Attributes
atom_atomtype[X,Y,Y] :  4.58008e+00 ; iterations: [ 4.58008e+00 ]
sbond_1_atomid[Y,Y,Y]:  6.95280e-01 ; iterations: [ 6.95280e-01 ]
atom_name[X,Y,Y]     :  5.67316e-01 ; iterations: [ 5.67316e-01 ]
atom_charge[X,Y,Y]   :  5.51184e-01 ; iterations: [ 5.51184e-01 ]
sbond_1_atomid[X,Y,Y]:  4.01073e-01 ; iterations: [ 4.01073e-01 ]
atom_charge[Y,Y,Y]   :  3.61502e-01 ; iterations: [ 3.61502e-01 ]
atom_atomtype[Y,Y,Y] :  1.76634e-01 ; iterations: [ 1.76634e-01 ]
atom_name[Y,Y,Y]     :  5.65170e-02 ; iterations: [ 5.65170e-02 ]
sbond_7_atomid[X,Y,Y]:  5.57649e-02 ; iterations: [ 5.57649e-02 ]
sbond_7_atomid[Y,Y,Y]:  5.20781e-02 ; iterations: [ 5.20781e-02 ]
sbond_2_atomid[X,Y,Y]:  3.66178e-02 ; iterations: [ 3.66178e-02 ]
sbond_2_atomid[Y,Y,Y]:  1.61704e-02 ; iterations: [ 1.61704e-02 ]

Attributes summed
atom_atomtype        :  4.75671e+00 ; iterations: [ 4.75671e+00 ]
sbond_1_atomid       :  1.09635e+00 ; iterations: [ 1.09635e+00 ]
atom_charge          :  9.12686e-01 ; iterations: [ 9.12686e-01 ]
atom_name            :  6.23833e-01 ; iterations: [ 6.23833e-01 ]
sbond_7_atomid       :  1.07843e-01 ; iterations: [ 1.07843e-01 ]
sbond_2_atomid       :  5.27882e-02 ; iterations: [ 5.27882e-02 ]

Aggregators
count                :  3.47657e+00 ; iterations: [ 3.47657e+00 ]
projection2_mode     :  1.63517e+00 ; iterations: [ 1.63517e+00 ]
min                  :  6.57922e-01 ; iterations: [ 6.57922e-01 ]
mode                 :  5.94209e-01 ; iterations: [ 5.94209e-01 ]
sum                  :  5.07116e-01 ; iterations: [ 5.07116e-01 ]
projection0_mode     :  4.17949e-01 ; iterations: [ 4.17949e-01 ]
max                  :  2.61286e-01 ; iterations: [ 2.61286e-01 ]

