Attributes
atom_atomtype[X,Y,Y] :  4.33616e+00 ; iterations: [ 4.33616e+00 ]
atom_charge[X,Y,Y]   :  7.25034e-01 ; iterations: [ 7.25034e-01 ]
atom_name[X,Y,Y]     :  7.04338e-01 ; iterations: [ 7.04338e-01 ]
atom_charge[Y,Y,Y]   :  6.38325e-01 ; iterations: [ 6.38325e-01 ]
sbond_1_atomid[X,Y,Y]:  5.77950e-01 ; iterations: [ 5.77950e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.60856e-01 ; iterations: [ 3.60856e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.23124e-01 ; iterations: [ 3.23124e-01 ]
sbond_7_atomid[Y,Y,Y]:  3.40828e-02 ; iterations: [ 3.40828e-02 ]
sbond_2_atomid[X,Y,Y]:  2.61206e-02 ; iterations: [ 2.61206e-02 ]
atom_name[Y,Y,Y]     :  1.38613e-02 ; iterations: [ 1.38613e-02 ]

Attributes summed
atom_atomtype        :  4.33616e+00 ; iterations: [ 4.33616e+00 ]
atom_charge          :  1.36336e+00 ; iterations: [ 1.36336e+00 ]
sbond_1_atomid       :  9.01074e-01 ; iterations: [ 9.01074e-01 ]
atom_name            :  7.18199e-01 ; iterations: [ 7.18199e-01 ]
sbond_2_atomid       :  3.86977e-01 ; iterations: [ 3.86977e-01 ]
sbond_7_atomid       :  3.40828e-02 ; iterations: [ 3.40828e-02 ]

Aggregators
count                :  4.48636e+00 ; iterations: [ 4.48636e+00 ]
mode                 :  7.61494e-01 ; iterations: [ 7.61494e-01 ]
projection2_mode     :  7.26567e-01 ; iterations: [ 7.26567e-01 ]
sum                  :  6.55335e-01 ; iterations: [ 6.55335e-01 ]
min                  :  4.27807e-01 ; iterations: [ 4.27807e-01 ]
max                  :  3.44779e-01 ; iterations: [ 3.44779e-01 ]
projection0_mode     :  3.37515e-01 ; iterations: [ 3.37515e-01 ]

