Attributes
atom_atomtype[X,Y,Y] :  5.26613e+00 ; iterations: [ 5.26613e+00 ]
atom_charge[X,Y,Y]   :  1.11728e+00 ; iterations: [ 1.11728e+00 ]
atom_name[X,Y,Y]     :  3.50014e-01 ; iterations: [ 3.50014e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.92081e-01 ; iterations: [ 2.92081e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.89478e-01 ; iterations: [ 2.89478e-01 ]
sbond_1_atomid[X,Y,Y]:  2.20781e-01 ; iterations: [ 2.20781e-01 ]
atom_charge[Y,Y,Y]   :  2.20013e-01 ; iterations: [ 2.20013e-01 ]
atom_atomtype[Y,Y,Y] :  9.61361e-02 ; iterations: [ 9.61361e-02 ]
sbond_7_atomid[X,Y,Y]:  9.12939e-02 ; iterations: [ 9.12939e-02 ]
sbond_7_atomid[Y,Y,Y]:  5.56929e-02 ; iterations: [ 5.56929e-02 ]
atom_name[Y,Y,Y]     :  4.40104e-02 ; iterations: [ 4.40104e-02 ]
sbond_2_atomid[X,Y,Y]:  1.16150e-02 ; iterations: [ 1.16150e-02 ]

Attributes summed
atom_atomtype        :  5.36226e+00 ; iterations: [ 5.36226e+00 ]
atom_charge          :  1.33729e+00 ; iterations: [ 1.33729e+00 ]
sbond_1_atomid       :  5.12862e-01 ; iterations: [ 5.12862e-01 ]
atom_name            :  3.94024e-01 ; iterations: [ 3.94024e-01 ]
sbond_2_atomid       :  3.01093e-01 ; iterations: [ 3.01093e-01 ]
sbond_7_atomid       :  1.46987e-01 ; iterations: [ 1.46987e-01 ]

Aggregators
count                :  4.37109e+00 ; iterations: [ 4.37109e+00 ]
projection2_mode     :  1.26517e+00 ; iterations: [ 1.26517e+00 ]
max                  :  8.59860e-01 ; iterations: [ 8.59860e-01 ]
sum                  :  8.04943e-01 ; iterations: [ 8.04943e-01 ]
mode                 :  3.83389e-01 ; iterations: [ 3.83389e-01 ]
projection0_mode     :  2.23634e-01 ; iterations: [ 2.23634e-01 ]
min                  :  1.46437e-01 ; iterations: [ 1.46437e-01 ]

