Attributes
atom_atomtype[X,Y,Y] :  6.06532e+00 ; iterations: [ 6.06532e+00 ]
sbond_1_atomid[Y,Y,Y]:  5.80444e-01 ; iterations: [ 5.80444e-01 ]
sbond_1_atomid[X,Y,Y]:  4.21118e-01 ; iterations: [ 4.21118e-01 ]
atom_charge[X,Y,Y]   :  3.34621e-01 ; iterations: [ 3.34621e-01 ]
atom_name[X,Y,Y]     :  1.67877e-01 ; iterations: [ 1.67877e-01 ]
atom_charge[Y,Y,Y]   :  1.26766e-01 ; iterations: [ 1.26766e-01 ]
sbond_3_atomid[Y,Y,Y]:  9.87654e-02 ; iterations: [ 9.87654e-02 ]
sbond_2_atomid[Y,Y,Y]:  9.54781e-02 ; iterations: [ 9.54781e-02 ]
sbond_2_atomid[X,Y,Y]:  6.38729e-02 ; iterations: [ 6.38729e-02 ]
sbond_7_atomid[Y,Y,Y]:  5.28783e-02 ; iterations: [ 5.28783e-02 ]
atom_name[Y,Y,Y]     :  4.87769e-02 ; iterations: [ 4.87769e-02 ]
atom_atomtype[Y,Y,Y] :  2.65415e-02 ; iterations: [ 2.65415e-02 ]
sbond_7_atomid[X,Y,Y]:  1.18721e-02 ; iterations: [ 1.18721e-02 ]

Attributes summed
atom_atomtype        :  6.09186e+00 ; iterations: [ 6.09186e+00 ]
sbond_1_atomid       :  1.00156e+00 ; iterations: [ 1.00156e+00 ]
atom_charge          :  4.61387e-01 ; iterations: [ 4.61387e-01 ]
atom_name            :  2.16654e-01 ; iterations: [ 2.16654e-01 ]
sbond_2_atomid       :  1.59351e-01 ; iterations: [ 1.59351e-01 ]
sbond_3_atomid       :  9.87654e-02 ; iterations: [ 9.87654e-02 ]
sbond_7_atomid       :  6.47503e-02 ; iterations: [ 6.47503e-02 ]

Aggregators
count                :  5.74402e+00 ; iterations: [ 5.74402e+00 ]
sum                  :  6.73074e-01 ; iterations: [ 6.73074e-01 ]
projection2_mode     :  5.86598e-01 ; iterations: [ 5.86598e-01 ]
max                  :  5.00385e-01 ; iterations: [ 5.00385e-01 ]
projection0_mode     :  2.27261e-01 ; iterations: [ 2.27261e-01 ]
mode                 :  2.02085e-01 ; iterations: [ 2.02085e-01 ]
min                  :  1.60899e-01 ; iterations: [ 1.60899e-01 ]

