Attributes
atom_atomtype[X,Y,Y] :  3.76210e+00 ; iterations: [ 3.76210e+00 ]
atom_charge[X,Y,Y]   :  1.29534e+00 ; iterations: [ 1.29534e+00 ]
sbond_1_atomid[X,Y,Y]:  8.22852e-01 ; iterations: [ 8.22852e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.10907e-01 ; iterations: [ 4.10907e-01 ]
atom_charge[Y,Y,Y]   :  4.01649e-01 ; iterations: [ 4.01649e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.87019e-01 ; iterations: [ 3.87019e-01 ]
atom_atomtype[Y,Y,Y] :  2.73121e-01 ; iterations: [ 2.73121e-01 ]
sbond_2_atomid[X,Y,Y]:  9.33478e-02 ; iterations: [ 9.33478e-02 ]
atom_name[X,Y,Y]     :  8.73741e-02 ; iterations: [ 8.73741e-02 ]
atom_name[Y,Y,Y]     :  3.51781e-02 ; iterations: [ 3.51781e-02 ]
sbond_7_atomid[Y,Y,Y]:  1.15140e-02 ; iterations: [ 1.15140e-02 ]

Attributes summed
atom_atomtype        :  4.03522e+00 ; iterations: [ 4.03522e+00 ]
atom_charge          :  1.69698e+00 ; iterations: [ 1.69698e+00 ]
sbond_1_atomid       :  1.23376e+00 ; iterations: [ 1.23376e+00 ]
sbond_2_atomid       :  4.80367e-01 ; iterations: [ 4.80367e-01 ]
atom_name            :  1.22552e-01 ; iterations: [ 1.22552e-01 ]
sbond_7_atomid       :  1.15140e-02 ; iterations: [ 1.15140e-02 ]

Aggregators
count                :  3.46882e+00 ; iterations: [ 3.46882e+00 ]
sum                  :  1.23313e+00 ; iterations: [ 1.23313e+00 ]
projection2_mode     :  1.20995e+00 ; iterations: [ 1.20995e+00 ]
mode                 :  7.28497e-01 ; iterations: [ 7.28497e-01 ]
projection0_mode     :  4.56916e-01 ; iterations: [ 4.56916e-01 ]
max                  :  2.68990e-01 ; iterations: [ 2.68990e-01 ]
min                  :  2.14092e-01 ; iterations: [ 2.14092e-01 ]

