Attributes
atom_atomtype[X,Y,Y] :  4.69079e+00 ; iterations: [ 4.69079e+00 ]
atom_name[X,Y,Y]     :  1.19229e+00 ; iterations: [ 1.19229e+00 ]
atom_charge[X,Y,Y]   :  6.20278e-01 ; iterations: [ 6.20278e-01 ]
atom_charge[Y,Y,Y]   :  5.79093e-01 ; iterations: [ 5.79093e-01 ]
sbond_1_atomid[X,Y,Y]:  2.27784e-01 ; iterations: [ 2.27784e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.86025e-01 ; iterations: [ 1.86025e-01 ]
atom_atomtype[Y,Y,Y] :  1.62570e-01 ; iterations: [ 1.62570e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.25870e-01 ; iterations: [ 1.25870e-01 ]
sbond_2_atomid[X,Y,Y]:  7.95643e-02 ; iterations: [ 7.95643e-02 ]
sbond_7_atomid[X,Y,Y]:  5.81956e-02 ; iterations: [ 5.81956e-02 ]
sbond_7_atomid[Y,Y,Y]:  5.81956e-02 ; iterations: [ 5.81956e-02 ]

Attributes summed
atom_atomtype        :  4.85336e+00 ; iterations: [ 4.85336e+00 ]
atom_charge          :  1.19937e+00 ; iterations: [ 1.19937e+00 ]
atom_name            :  1.19229e+00 ; iterations: [ 1.19229e+00 ]
sbond_1_atomid       :  4.13809e-01 ; iterations: [ 4.13809e-01 ]
sbond_2_atomid       :  2.05435e-01 ; iterations: [ 2.05435e-01 ]
sbond_7_atomid       :  1.16391e-01 ; iterations: [ 1.16391e-01 ]

Aggregators
count                :  3.65884e+00 ; iterations: [ 3.65884e+00 ]
projection2_mode     :  1.67139e+00 ; iterations: [ 1.67139e+00 ]
sum                  :  9.57440e-01 ; iterations: [ 9.57440e-01 ]
mode                 :  7.41663e-01 ; iterations: [ 7.41663e-01 ]
max                  :  4.31537e-01 ; iterations: [ 4.31537e-01 ]
min                  :  3.24120e-01 ; iterations: [ 3.24120e-01 ]
projection0_mode     :  1.95666e-01 ; iterations: [ 1.95666e-01 ]

