Attributes
atom_atomtype[X,Y,Y] :  4.82765e+00 ; iterations: [ 4.82765e+00 ]
sbond_1_atomid[Y,Y,Y]:  6.08061e-01 ; iterations: [ 6.08061e-01 ]
atom_charge[X,Y,Y]   :  5.42003e-01 ; iterations: [ 5.42003e-01 ]
atom_name[X,Y,Y]     :  2.97111e-01 ; iterations: [ 2.97111e-01 ]
atom_atomtype[Y,Y,Y] :  2.64148e-01 ; iterations: [ 2.64148e-01 ]
sbond_1_atomid[X,Y,Y]:  2.48248e-01 ; iterations: [ 2.48248e-01 ]
atom_charge[Y,Y,Y]   :  1.79856e-01 ; iterations: [ 1.79856e-01 ]
sbond_2_atomid[X,Y,Y]:  1.52434e-01 ; iterations: [ 1.52434e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.04448e-01 ; iterations: [ 1.04448e-01 ]
sbond_7_atomid[Y,Y,Y]:  5.39317e-02 ; iterations: [ 5.39317e-02 ]

Attributes summed
atom_atomtype        :  5.09180e+00 ; iterations: [ 5.09180e+00 ]
sbond_1_atomid       :  8.56308e-01 ; iterations: [ 8.56308e-01 ]
atom_charge          :  7.21859e-01 ; iterations: [ 7.21859e-01 ]
atom_name            :  2.97111e-01 ; iterations: [ 2.97111e-01 ]
sbond_2_atomid       :  2.56882e-01 ; iterations: [ 2.56882e-01 ]
sbond_7_atomid       :  5.39317e-02 ; iterations: [ 5.39317e-02 ]

Aggregators
count                :  4.28833e+00 ; iterations: [ 4.28833e+00 ]
projection2_mode     :  9.04633e-01 ; iterations: [ 9.04633e-01 ]
min                  :  6.58810e-01 ; iterations: [ 6.58810e-01 ]
sum                  :  6.41784e-01 ; iterations: [ 6.41784e-01 ]
mode                 :  3.61360e-01 ; iterations: [ 3.61360e-01 ]
projection0_mode     :  2.65758e-01 ; iterations: [ 2.65758e-01 ]
max                  :  1.57220e-01 ; iterations: [ 1.57220e-01 ]

