Attributes
atom_atomtype[X,Y,Y] :  3.82387e+00 ; iterations: [ 3.82387e+00 ]
atom_charge[X,Y,Y]   :  1.32558e+00 ; iterations: [ 1.32558e+00 ]
sbond_1_atomid[Y,Y,Y]:  5.61774e-01 ; iterations: [ 5.61774e-01 ]
sbond_1_atomid[X,Y,Y]:  3.04964e-01 ; iterations: [ 3.04964e-01 ]
atom_charge[Y,Y,Y]   :  2.58357e-01 ; iterations: [ 2.58357e-01 ]
sbond_2_atomid[X,Y,Y]:  1.96133e-01 ; iterations: [ 1.96133e-01 ]
atom_atomtype[Y,Y,Y] :  1.41499e-01 ; iterations: [ 1.41499e-01 ]
atom_name[Y,Y,Y]     :  1.40174e-01 ; iterations: [ 1.40174e-01 ]
atom_name[X,Y,Y]     :  1.00731e-01 ; iterations: [ 1.00731e-01 ]
sbond_2_atomid[Y,Y,Y]:  6.95955e-02 ; iterations: [ 6.95955e-02 ]
sbond_7_atomid[X,Y,Y]:  2.26757e-02 ; iterations: [ 2.26757e-02 ]

Attributes summed
atom_atomtype        :  3.96536e+00 ; iterations: [ 3.96536e+00 ]
atom_charge          :  1.58394e+00 ; iterations: [ 1.58394e+00 ]
sbond_1_atomid       :  8.66738e-01 ; iterations: [ 8.66738e-01 ]
sbond_2_atomid       :  2.65729e-01 ; iterations: [ 2.65729e-01 ]
atom_name            :  2.40905e-01 ; iterations: [ 2.40905e-01 ]
sbond_7_atomid       :  2.26757e-02 ; iterations: [ 2.26757e-02 ]

Aggregators
count                :  3.10697e+00 ; iterations: [ 3.10697e+00 ]
sum                  :  1.36960e+00 ; iterations: [ 1.36960e+00 ]
projection2_mode     :  1.07947e+00 ; iterations: [ 1.07947e+00 ]
mode                 :  5.40030e-01 ; iterations: [ 5.40030e-01 ]
min                  :  4.34273e-01 ; iterations: [ 4.34273e-01 ]
projection0_mode     :  3.42271e-01 ; iterations: [ 3.42271e-01 ]
max                  :  7.27310e-02 ; iterations: [ 7.27310e-02 ]

