Attributes
bonds_bond_type[X,Y,Y,Y]:  1.24800e+00 ; iterations: [ 1.24800e+00 ]
atoms_charge[Y,X,Y]     :  6.48328e-01 ; iterations: [ 6.48328e-01 ]
atoms_atom_type[Y,X,Y]  :  4.29763e-01 ; iterations: [ 4.29763e-01 ]
atoms_charge[Y,Y,Y]     :  3.86226e-01 ; iterations: [ 3.86226e-01 ]
bonds_bond_type[Y,Y,Y,Y]:  1.74503e-01 ; iterations: [ 1.74503e-01 ]
drugs_lumo[X,Y]         :  1.20000e-01 ; iterations: [ 1.20000e-01 ]

Attributes summed
bonds_bond_type         :  1.42251e+00 ; iterations: [ 1.42251e+00 ]
atoms_charge            :  1.03455e+00 ; iterations: [ 1.03455e+00 ]
atoms_atom_type         :  4.29763e-01 ; iterations: [ 4.29763e-01 ]
drugs_lumo              :  1.20000e-01 ; iterations: [ 1.20000e-01 ]

Aggregators
sum                     :  1.29293e+00 ; iterations: [ 1.29293e+00 ]
max                     :  7.68978e-01 ; iterations: [ 7.68978e-01 ]
min                     :  3.23030e-01 ; iterations: [ 3.23030e-01 ]
projection2_min         :  2.50000e-01 ; iterations: [ 2.50000e-01 ]
count                   :  1.84613e-01 ; iterations: [ 1.84613e-01 ]
projection2_max         :  8.33333e-02 ; iterations: [ 8.33333e-02 ]
projection2_sum         :  5.28926e-02 ; iterations: [ 5.28926e-02 ]
projection1_mode        :  5.10417e-02 ; iterations: [ 5.10417e-02 ]

