Attributes
atom_atomtype[X,Y,Y] :  5.10501e+00 ; iterations: [ 5.10501e+00 ]
atom_name[X,Y,Y]     :  8.26659e-01 ; iterations: [ 8.26659e-01 ]
sbond_1_atomid[X,Y,Y]:  6.81897e-01 ; iterations: [ 6.81897e-01 ]
atom_charge[Y,Y,Y]   :  5.76855e-01 ; iterations: [ 5.76855e-01 ]
sbond_2_atomid[Y,Y,Y]:  3.33202e-01 ; iterations: [ 3.33202e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.08678e-01 ; iterations: [ 3.08678e-01 ]
sbond_2_atomid[X,Y,Y]:  1.56353e-01 ; iterations: [ 1.56353e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.22500e-01 ; iterations: [ 1.22500e-01 ]
atom_atomtype[Y,Y,Y] :  9.39945e-02 ; iterations: [ 9.39945e-02 ]
atom_charge[X,Y,Y]   :  6.72910e-02 ; iterations: [ 6.72910e-02 ]
sbond_7_atomid[X,Y,Y]:  4.31217e-02 ; iterations: [ 4.31217e-02 ]
atom_name[Y,Y,Y]     :  1.31862e-02 ; iterations: [ 1.31862e-02 ]

Attributes summed
atom_atomtype        :  5.19900e+00 ; iterations: [ 5.19900e+00 ]
sbond_1_atomid       :  9.90574e-01 ; iterations: [ 9.90574e-01 ]
atom_name            :  8.39845e-01 ; iterations: [ 8.39845e-01 ]
atom_charge          :  6.44146e-01 ; iterations: [ 6.44146e-01 ]
sbond_2_atomid       :  4.89555e-01 ; iterations: [ 4.89555e-01 ]
sbond_7_atomid       :  1.65622e-01 ; iterations: [ 1.65622e-01 ]

Aggregators
count                :  4.56184e+00 ; iterations: [ 4.56184e+00 ]
projection2_mode     :  1.07746e+00 ; iterations: [ 1.07746e+00 ]
sum                  :  1.05577e+00 ; iterations: [ 1.05577e+00 ]
mode                 :  7.00336e-01 ; iterations: [ 7.00336e-01 ]
min                  :  4.36660e-01 ; iterations: [ 4.36660e-01 ]
projection0_mode     :  3.33202e-01 ; iterations: [ 3.33202e-01 ]
max                  :  1.63481e-01 ; iterations: [ 1.63481e-01 ]

