Attributes
atom_atomtype[X,Y,Y] :  4.02680e+00 ; iterations: [ 4.02680e+00 ]
atom_charge[X,Y,Y]   :  8.27929e-01 ; iterations: [ 8.27929e-01 ]
sbond_1_atomid[Y,Y,Y]:  6.94153e-01 ; iterations: [ 6.94153e-01 ]
atom_name[X,Y,Y]     :  5.22431e-01 ; iterations: [ 5.22431e-01 ]
sbond_1_atomid[X,Y,Y]:  4.09739e-01 ; iterations: [ 4.09739e-01 ]
atom_charge[Y,Y,Y]   :  1.97828e-01 ; iterations: [ 1.97828e-01 ]
atom_atomtype[Y,Y,Y] :  9.16417e-02 ; iterations: [ 9.16417e-02 ]
sbond_2_atomid[X,Y,Y]:  6.29198e-02 ; iterations: [ 6.29198e-02 ]
sbond_2_atomid[Y,Y,Y]:  9.93191e-03 ; iterations: [ 9.93191e-03 ]

Attributes summed
atom_atomtype        :  4.11844e+00 ; iterations: [ 4.11844e+00 ]
sbond_1_atomid       :  1.10389e+00 ; iterations: [ 1.10389e+00 ]
atom_charge          :  1.02576e+00 ; iterations: [ 1.02576e+00 ]
atom_name            :  5.22431e-01 ; iterations: [ 5.22431e-01 ]
sbond_2_atomid       :  7.28517e-02 ; iterations: [ 7.28517e-02 ]

Aggregators
count                :  4.09166e+00 ; iterations: [ 4.09166e+00 ]
max                  :  1.04557e+00 ; iterations: [ 1.04557e+00 ]
projection2_mode     :  6.28744e-01 ; iterations: [ 6.28744e-01 ]
sum                  :  4.83543e-01 ; iterations: [ 4.83543e-01 ]
mode                 :  3.10371e-01 ; iterations: [ 3.10371e-01 ]
min                  :  2.83490e-01 ; iterations: [ 2.83490e-01 ]

