Attributes
atom_atomtype[X,Y,Y] :  2.90233e+00 ; iterations: [ 2.90233e+00 ]
atom_charge[X,Y,Y]   :  1.27545e+00 ; iterations: [ 1.27545e+00 ]
atom_charge[Y,Y,Y]   :  9.35406e-01 ; iterations: [ 9.35406e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.41234e-01 ; iterations: [ 4.41234e-01 ]
sbond_7_atomid[X,Y,Y]:  2.61561e-01 ; iterations: [ 2.61561e-01 ]
sbond_1_atomid[X,Y,Y]:  1.97595e-01 ; iterations: [ 1.97595e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.38889e-01 ; iterations: [ 1.38889e-01 ]
sbond_2_atomid[X,Y,Y]:  9.92669e-02 ; iterations: [ 9.92669e-02 ]
sbond_2_atomid[Y,Y,Y]:  6.11561e-02 ; iterations: [ 6.11561e-02 ]
atom_atomtype[Y,Y,Y] :  6.11417e-02 ; iterations: [ 6.11417e-02 ]
atom_name[Y,Y,Y]     :  3.98717e-02 ; iterations: [ 3.98717e-02 ]

Attributes summed
atom_atomtype        :  2.96347e+00 ; iterations: [ 2.96347e+00 ]
atom_charge          :  2.21086e+00 ; iterations: [ 2.21086e+00 ]
sbond_1_atomid       :  6.38828e-01 ; iterations: [ 6.38828e-01 ]
sbond_7_atomid       :  4.00450e-01 ; iterations: [ 4.00450e-01 ]
sbond_2_atomid       :  1.60423e-01 ; iterations: [ 1.60423e-01 ]
atom_name            :  3.98717e-02 ; iterations: [ 3.98717e-02 ]

Aggregators
count                :  2.39403e+00 ; iterations: [ 2.39403e+00 ]
projection2_mode     :  1.07585e+00 ; iterations: [ 1.07585e+00 ]
mode                 :  1.05254e+00 ; iterations: [ 1.05254e+00 ]
min                  :  6.67093e-01 ; iterations: [ 6.67093e-01 ]
max                  :  5.25459e-01 ; iterations: [ 5.25459e-01 ]
sum                  :  5.13177e-01 ; iterations: [ 5.13177e-01 ]
projection0_mode     :  1.85764e-01 ; iterations: [ 1.85764e-01 ]

