Attributes
atom_atomtype[X,Y,Y] :  5.00857e+00 ; iterations: [ 5.00857e+00 ]
atom_charge[X,Y,Y]   :  1.39494e+00 ; iterations: [ 1.39494e+00 ]
atom_charge[Y,Y,Y]   :  8.42791e-01 ; iterations: [ 8.42791e-01 ]
sbond_1_atomid[X,Y,Y]:  5.74217e-01 ; iterations: [ 5.74217e-01 ]
atom_name[X,Y,Y]     :  3.87388e-01 ; iterations: [ 3.87388e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.48042e-01 ; iterations: [ 2.48042e-01 ]
atom_atomtype[Y,Y,Y] :  2.46056e-01 ; iterations: [ 2.46056e-01 ]
sbond_2_atomid[X,Y,Y]:  2.32866e-01 ; iterations: [ 2.32866e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.36446e-01 ; iterations: [ 1.36446e-01 ]
sbond_7_atomid[X,Y,Y]:  1.11111e-01 ; iterations: [ 1.11111e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.11111e-01 ; iterations: [ 1.11111e-01 ]

Attributes summed
atom_atomtype        :  5.25462e+00 ; iterations: [ 5.25462e+00 ]
atom_charge          :  2.23773e+00 ; iterations: [ 2.23773e+00 ]
sbond_1_atomid       :  8.22258e-01 ; iterations: [ 8.22258e-01 ]
atom_name            :  3.87388e-01 ; iterations: [ 3.87388e-01 ]
sbond_2_atomid       :  3.69312e-01 ; iterations: [ 3.69312e-01 ]
sbond_7_atomid       :  2.22222e-01 ; iterations: [ 2.22222e-01 ]

Aggregators
count                :  5.13804e+00 ; iterations: [ 5.13804e+00 ]
mode                 :  1.33583e+00 ; iterations: [ 1.33583e+00 ]
projection2_mode     :  1.25551e+00 ; iterations: [ 1.25551e+00 ]
sum                  :  5.78133e-01 ; iterations: [ 5.78133e-01 ]
min                  :  5.02109e-01 ; iterations: [ 5.02109e-01 ]
projection0_mode     :  2.59113e-01 ; iterations: [ 2.59113e-01 ]
max                  :  2.24800e-01 ; iterations: [ 2.24800e-01 ]

