Attributes
atom_atomtype[X,Y,Y] :  6.10939e+00 ; iterations: [ 6.10939e+00 ]
atom_charge[X,Y,Y]   :  1.19566e+00 ; iterations: [ 1.19566e+00 ]
atom_charge[Y,Y,Y]   :  9.04210e-01 ; iterations: [ 9.04210e-01 ]
sbond_1_atomid[X,Y,Y]:  5.70405e-01 ; iterations: [ 5.70405e-01 ]
sbond_1_atomid[Y,Y,Y]:  1.82265e-01 ; iterations: [ 1.82265e-01 ]
atom_name[X,Y,Y]     :  1.64788e-01 ; iterations: [ 1.64788e-01 ]
atom_atomtype[Y,Y,Y] :  1.08774e-01 ; iterations: [ 1.08774e-01 ]
sbond_2_atomid[X,Y,Y]:  7.76460e-02 ; iterations: [ 7.76460e-02 ]
atom_name[Y,Y,Y]     :  4.50329e-02 ; iterations: [ 4.50329e-02 ]
sbond_7_atomid[Y,Y,Y]:  2.00550e-02 ; iterations: [ 2.00550e-02 ]
sbond_7_atomid[X,Y,Y]:  1.62156e-02 ; iterations: [ 1.62156e-02 ]

Attributes summed
atom_atomtype        :  6.21816e+00 ; iterations: [ 6.21816e+00 ]
atom_charge          :  2.09987e+00 ; iterations: [ 2.09987e+00 ]
sbond_1_atomid       :  7.52670e-01 ; iterations: [ 7.52670e-01 ]
atom_name            :  2.09821e-01 ; iterations: [ 2.09821e-01 ]
sbond_2_atomid       :  7.76460e-02 ; iterations: [ 7.76460e-02 ]
sbond_7_atomid       :  3.62705e-02 ; iterations: [ 3.62705e-02 ]

Aggregators
count                :  5.20293e+00 ; iterations: [ 5.20293e+00 ]
mode                 :  1.13110e+00 ; iterations: [ 1.13110e+00 ]
sum                  :  1.11753e+00 ; iterations: [ 1.11753e+00 ]
projection2_mode     :  1.06188e+00 ; iterations: [ 1.06188e+00 ]
max                  :  5.19700e-01 ; iterations: [ 5.19700e-01 ]
min                  :  3.00344e-01 ; iterations: [ 3.00344e-01 ]
projection0_mode     :  6.09619e-02 ; iterations: [ 6.09619e-02 ]

