Attributes
atom_atomtype[X,Y,Y] :  6.06546e+00 ; iterations: [ 6.06546e+00 ]
atom_charge[X,Y,Y]   :  8.47107e-01 ; iterations: [ 8.47107e-01 ]
atom_name[X,Y,Y]     :  4.86277e-01 ; iterations: [ 4.86277e-01 ]
atom_charge[Y,Y,Y]   :  4.54342e-01 ; iterations: [ 4.54342e-01 ]
sbond_1_atomid[Y,Y,Y]:  4.20644e-01 ; iterations: [ 4.20644e-01 ]
sbond_1_atomid[X,Y,Y]:  3.96995e-01 ; iterations: [ 3.96995e-01 ]
atom_atomtype[Y,Y,Y] :  1.88335e-01 ; iterations: [ 1.88335e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.38944e-01 ; iterations: [ 1.38944e-01 ]
sbond_2_atomid[X,Y,Y]:  8.80669e-02 ; iterations: [ 8.80669e-02 ]
sbond_7_atomid[Y,Y,Y]:  3.41696e-02 ; iterations: [ 3.41696e-02 ]
atom_name[Y,Y,Y]     :  2.52559e-02 ; iterations: [ 2.52559e-02 ]
sbond_7_atomid[X,Y,Y]:  1.40389e-02 ; iterations: [ 1.40389e-02 ]

Attributes summed
atom_atomtype        :  6.25380e+00 ; iterations: [ 6.25380e+00 ]
atom_charge          :  1.30145e+00 ; iterations: [ 1.30145e+00 ]
sbond_1_atomid       :  8.17640e-01 ; iterations: [ 8.17640e-01 ]
atom_name            :  5.11533e-01 ; iterations: [ 5.11533e-01 ]
sbond_2_atomid       :  2.27011e-01 ; iterations: [ 2.27011e-01 ]
sbond_7_atomid       :  4.82085e-02 ; iterations: [ 4.82085e-02 ]

Aggregators
count                :  5.41706e+00 ; iterations: [ 5.41706e+00 ]
projection2_mode     :  1.53974e+00 ; iterations: [ 1.53974e+00 ]
min                  :  6.46720e-01 ; iterations: [ 6.46720e-01 ]
mode                 :  6.43799e-01 ; iterations: [ 6.43799e-01 ]
sum                  :  5.73847e-01 ; iterations: [ 5.73847e-01 ]
max                  :  2.15244e-01 ; iterations: [ 2.15244e-01 ]
projection0_mode     :  1.23222e-01 ; iterations: [ 1.23222e-01 ]

