Attributes
atom_atomtype[X,Y,Y] :  4.60665e+00 ; iterations: [ 4.60665e+00 ]
sbond_1_atomid[X,Y,Y]:  7.10958e-01 ; iterations: [ 7.10958e-01 ]
sbond_1_atomid[Y,Y,Y]:  7.10142e-01 ; iterations: [ 7.10142e-01 ]
atom_charge[X,Y,Y]   :  6.16604e-01 ; iterations: [ 6.16604e-01 ]
atom_name[X,Y,Y]     :  5.17668e-01 ; iterations: [ 5.17668e-01 ]
atom_atomtype[Y,Y,Y] :  1.85689e-01 ; iterations: [ 1.85689e-01 ]
atom_charge[Y,Y,Y]   :  1.31229e-01 ; iterations: [ 1.31229e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.07928e-01 ; iterations: [ 1.07928e-01 ]
sbond_7_atomid[Y,Y,Y]:  7.14038e-02 ; iterations: [ 7.14038e-02 ]
sbond_7_atomid[X,Y,Y]:  7.11111e-02 ; iterations: [ 7.11111e-02 ]
sbond_3_atomid[Y,Y,Y]:  4.23875e-02 ; iterations: [ 4.23875e-02 ]
atom_name[Y,Y,Y]     :  1.70996e-02 ; iterations: [ 1.70996e-02 ]
sbond_2_atomid[X,Y,Y]:  1.56772e-02 ; iterations: [ 1.56772e-02 ]

Attributes summed
atom_atomtype        :  4.79234e+00 ; iterations: [ 4.79234e+00 ]
sbond_1_atomid       :  1.42110e+00 ; iterations: [ 1.42110e+00 ]
atom_charge          :  7.47833e-01 ; iterations: [ 7.47833e-01 ]
atom_name            :  5.34767e-01 ; iterations: [ 5.34767e-01 ]
sbond_7_atomid       :  1.42515e-01 ; iterations: [ 1.42515e-01 ]
sbond_2_atomid       :  1.23605e-01 ; iterations: [ 1.23605e-01 ]
sbond_3_atomid       :  4.23875e-02 ; iterations: [ 4.23875e-02 ]

Aggregators
count                :  4.68572e+00 ; iterations: [ 4.68572e+00 ]
projection2_mode     :  8.95889e-01 ; iterations: [ 8.95889e-01 ]
sum                  :  6.63205e-01 ; iterations: [ 6.63205e-01 ]
max                  :  6.58654e-01 ; iterations: [ 6.58654e-01 ]
min                  :  3.75082e-01 ; iterations: [ 3.75082e-01 ]
mode                 :  3.34018e-01 ; iterations: [ 3.34018e-01 ]
projection0_mode     :  1.91976e-01 ; iterations: [ 1.91976e-01 ]

