Attributes
atom_atomtype[X,Y,Y] :  5.66099e+00 ; iterations: [ 5.66099e+00 ]
atom_name[X,Y,Y]     :  5.60644e-01 ; iterations: [ 5.60644e-01 ]
atom_charge[X,Y,Y]   :  4.06490e-01 ; iterations: [ 4.06490e-01 ]
atom_charge[Y,Y,Y]   :  3.88430e-01 ; iterations: [ 3.88430e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.72403e-01 ; iterations: [ 2.72403e-01 ]
sbond_1_atomid[X,Y,Y]:  2.14400e-01 ; iterations: [ 2.14400e-01 ]
sbond_2_atomid[X,Y,Y]:  1.97291e-01 ; iterations: [ 1.97291e-01 ]
atom_atomtype[Y,Y,Y] :  1.14811e-01 ; iterations: [ 1.14811e-01 ]
sbond_7_atomid[X,Y,Y]:  1.06632e-01 ; iterations: [ 1.06632e-01 ]
sbond_2_atomid[Y,Y,Y]:  6.50614e-02 ; iterations: [ 6.50614e-02 ]
sbond_7_atomid[Y,Y,Y]:  1.94939e-02 ; iterations: [ 1.94939e-02 ]

Attributes summed
atom_atomtype        :  5.77580e+00 ; iterations: [ 5.77580e+00 ]
atom_charge          :  7.94921e-01 ; iterations: [ 7.94921e-01 ]
atom_name            :  5.60644e-01 ; iterations: [ 5.60644e-01 ]
sbond_1_atomid       :  4.86803e-01 ; iterations: [ 4.86803e-01 ]
sbond_2_atomid       :  2.62353e-01 ; iterations: [ 2.62353e-01 ]
sbond_7_atomid       :  1.26126e-01 ; iterations: [ 1.26126e-01 ]

Aggregators
count                :  4.54042e+00 ; iterations: [ 4.54042e+00 ]
projection2_mode     :  1.52592e+00 ; iterations: [ 1.52592e+00 ]
sum                  :  6.59185e-01 ; iterations: [ 6.59185e-01 ]
mode                 :  5.47589e-01 ; iterations: [ 5.47589e-01 ]
max                  :  4.14405e-01 ; iterations: [ 4.14405e-01 ]
projection0_mode     :  2.05692e-01 ; iterations: [ 2.05692e-01 ]
min                  :  1.13430e-01 ; iterations: [ 1.13430e-01 ]

