Attributes
atom_atomtype[X,Y,Y] :  3.27603e+00 ; iterations: [ 3.27603e+00 ]
atom_name[X,Y,Y]     :  1.12437e+00 ; iterations: [ 1.12437e+00 ]
sbond_2_atomid[X,Y,Y]:  3.28123e-01 ; iterations: [ 3.28123e-01 ]
sbond_1_atomid[X,Y,Y]:  3.18936e-01 ; iterations: [ 3.18936e-01 ]
atom_charge[Y,Y,Y]   :  2.74327e-01 ; iterations: [ 2.74327e-01 ]
atom_atomtype[Y,Y,Y] :  2.51734e-01 ; iterations: [ 2.51734e-01 ]
atom_charge[X,Y,Y]   :  2.50780e-01 ; iterations: [ 2.50780e-01 ]
sbond_1_atomid[Y,Y,Y]:  2.39196e-01 ; iterations: [ 2.39196e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.44296e-01 ; iterations: [ 1.44296e-01 ]
sbond_7_atomid[X,Y,Y]:  4.39216e-02 ; iterations: [ 4.39216e-02 ]

Attributes summed
atom_atomtype        :  3.52776e+00 ; iterations: [ 3.52776e+00 ]
atom_name            :  1.12437e+00 ; iterations: [ 1.12437e+00 ]
sbond_1_atomid       :  5.58133e-01 ; iterations: [ 5.58133e-01 ]
atom_charge          :  5.25107e-01 ; iterations: [ 5.25107e-01 ]
sbond_2_atomid       :  4.72419e-01 ; iterations: [ 4.72419e-01 ]
sbond_7_atomid       :  4.39216e-02 ; iterations: [ 4.39216e-02 ]

Aggregators
count                :  3.04930e+00 ; iterations: [ 3.04930e+00 ]
sum                  :  9.52304e-01 ; iterations: [ 9.52304e-01 ]
projection2_mode     :  8.44155e-01 ; iterations: [ 8.44155e-01 ]
min                  :  5.50891e-01 ; iterations: [ 5.50891e-01 ]
mode                 :  4.70698e-01 ; iterations: [ 4.70698e-01 ]
max                  :  2.19238e-01 ; iterations: [ 2.19238e-01 ]
projection0_mode     :  1.65130e-01 ; iterations: [ 1.65130e-01 ]

