Attributes
atom_atomtype[X,Y,Y] :  5.66538e+00 ; iterations: [ 5.66538e+00 ]
atom_charge[X,Y,Y]   :  4.67360e-01 ; iterations: [ 4.67360e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.90052e-01 ; iterations: [ 3.90052e-01 ]
atom_charge[Y,Y,Y]   :  2.70362e-01 ; iterations: [ 2.70362e-01 ]
sbond_2_atomid[X,Y,Y]:  2.03602e-01 ; iterations: [ 2.03602e-01 ]
sbond_1_atomid[X,Y,Y]:  1.89420e-01 ; iterations: [ 1.89420e-01 ]
atom_atomtype[Y,Y,Y] :  1.84366e-01 ; iterations: [ 1.84366e-01 ]
sbond_2_atomid[Y,Y,Y]:  1.10228e-01 ; iterations: [ 1.10228e-01 ]
sbond_7_atomid[Y,Y,Y]:  1.09375e-01 ; iterations: [ 1.09375e-01 ]
atom_name[X,Y,Y]     :  7.73370e-02 ; iterations: [ 7.73370e-02 ]
atom_name[Y,Y,Y]     :  6.40908e-02 ; iterations: [ 6.40908e-02 ]
sbond_7_atomid[X,Y,Y]:  4.49717e-02 ; iterations: [ 4.49717e-02 ]

Attributes summed
atom_atomtype        :  5.84974e+00 ; iterations: [ 5.84974e+00 ]
atom_charge          :  7.37721e-01 ; iterations: [ 7.37721e-01 ]
sbond_1_atomid       :  5.79472e-01 ; iterations: [ 5.79472e-01 ]
sbond_2_atomid       :  3.13831e-01 ; iterations: [ 3.13831e-01 ]
sbond_7_atomid       :  1.54347e-01 ; iterations: [ 1.54347e-01 ]
atom_name            :  1.41428e-01 ; iterations: [ 1.41428e-01 ]

Aggregators
count                :  4.31681e+00 ; iterations: [ 4.31681e+00 ]
projection2_mode     :  1.23572e+00 ; iterations: [ 1.23572e+00 ]
sum                  :  6.30681e-01 ; iterations: [ 6.30681e-01 ]
max                  :  5.81989e-01 ; iterations: [ 5.81989e-01 ]
mode                 :  5.18818e-01 ; iterations: [ 5.18818e-01 ]
min                  :  2.94992e-01 ; iterations: [ 2.94992e-01 ]
projection0_mode     :  1.97529e-01 ; iterations: [ 1.97529e-01 ]

