Attributes
atom_atomtype[X,Y,Y] :  5.00678e+00 ; iterations: [ 5.00678e+00 ]
atom_charge[X,Y,Y]   :  3.94071e-01 ; iterations: [ 3.94071e-01 ]
sbond_1_atomid[Y,Y,Y]:  3.43815e-01 ; iterations: [ 3.43815e-01 ]
atom_name[X,Y,Y]     :  2.96357e-01 ; iterations: [ 2.96357e-01 ]
atom_charge[Y,Y,Y]   :  2.94594e-01 ; iterations: [ 2.94594e-01 ]
sbond_1_atomid[X,Y,Y]:  2.14881e-01 ; iterations: [ 2.14881e-01 ]
sbond_2_atomid[Y,Y,Y]:  2.12449e-01 ; iterations: [ 2.12449e-01 ]
atom_atomtype[Y,Y,Y] :  1.89123e-01 ; iterations: [ 1.89123e-01 ]
atom_name[Y,Y,Y]     :  1.85954e-01 ; iterations: [ 1.85954e-01 ]
sbond_7_atomid[X,Y,Y]:  1.48302e-01 ; iterations: [ 1.48302e-01 ]
sbond_7_atomid[Y,Y,Y]:  8.58872e-02 ; iterations: [ 8.58872e-02 ]
sbond_2_atomid[X,Y,Y]:  7.35172e-02 ; iterations: [ 7.35172e-02 ]

Attributes summed
atom_atomtype        :  5.19590e+00 ; iterations: [ 5.19590e+00 ]
atom_charge          :  6.88665e-01 ; iterations: [ 6.88665e-01 ]
sbond_1_atomid       :  5.58696e-01 ; iterations: [ 5.58696e-01 ]
atom_name            :  4.82312e-01 ; iterations: [ 4.82312e-01 ]
sbond_2_atomid       :  2.85966e-01 ; iterations: [ 2.85966e-01 ]
sbond_7_atomid       :  2.34190e-01 ; iterations: [ 2.34190e-01 ]

Aggregators
count                :  4.11240e+00 ; iterations: [ 4.11240e+00 ]
projection2_mode     :  1.06460e+00 ; iterations: [ 1.06460e+00 ]
sum                  :  7.46829e-01 ; iterations: [ 7.46829e-01 ]
mode                 :  6.86844e-01 ; iterations: [ 6.86844e-01 ]
max                  :  3.50426e-01 ; iterations: [ 3.50426e-01 ]
projection0_mode     :  3.42811e-01 ; iterations: [ 3.42811e-01 ]
min                  :  1.41820e-01 ; iterations: [ 1.41820e-01 ]

